GRB120302A,-8.050445556640625,-19.38837242126465
GRB090915,10.419960021972656,-7.8035430908203125
GRB110305A,12.280582427978516,-0.04677177220582962
GRB090531B,5.376339912414551,1.6126877069473267
GRB050721,-4.87752628326416,-11.665535926818848
GRB101129A,42.55405807495117,22.79300880432129
GRB161217A,30.722692489624023,-7.312455654144287
GRB050410,-10.562309265136719,-2.4308664798736572
GRB100614A,-18.540185928344727,-16.405935287475586
GRB080129,-13.005599975585938,-21.79522705078125
GRB080905A,29.462589263916016,22.734352111816406
GRB060313,27.474397659301758,20.65468406677246
GRB080605,-4.490564346313477,19.395341873168945
GRB150801B,-4.5272440910339355,0.21458467841148376
GRB120403B,29.056581497192383,-7.937272071838379
GRB130615A,-19.07088279724121,-17.93815040588379
GRB070208,27.258560180664062,-24.075557708740234
GRB091026,-1.6024318933486938,0.4679858088493347
GRB130727A,-0.4831540882587433,18.39609718322754
GRB170728B,26.904268264770508,-16.869251251220703
GRB060729,-12.098276138305664,-6.581048488616943
GRB190422A,-27.85811996459961,-0.4539605379104614
GRB100728B,9.48498249053955,3.2731869220733643
GRB060908,2.305603504180908,15.223248481750488
GRB140320A,42.01900100708008,21.582164764404297
GRB161017A,-18.945219039916992,9.923589706420898
GRB100425A,31.52834701538086,-5.272752285003662
GRB130725A,-3.3161799907684326,-21.816864013671875
GRB160410A,5.9588541984558105,1.6704158782958984
GRB090123,-22.00568962097168,-9.91109848022461
GRB101219A,27.333818435668945,20.458227157592773
GRB060510B,-32.02771759033203,0.36764851212501526
GRB150120A,37.74530792236328,11.52652645111084
GRB171011A,24.910905838012695,13.813165664672852
GRB051006,-2.0416576862335205,-0.9973053932189941
GRB170807A,8.867951393127441,3.794144630432129
GRB071118,-1.706565022468567,-24.7927188873291
GRB130929A,22.170818328857422,1.674831509590149
GRB121108A,5.720188617706299,-7.07700777053833
GRB070531,-10.88542366027832,-12.782957077026367
GRB080426,38.2485237121582,12.852663040161133
GRB050820B,11.802841186523438,13.745293617248535
GRB150430A,-20.952604293823242,-1.2336643934249878
GRB190511A,-21.53458595275879,2.747323513031006
GRB160714A,45.2143440246582,22.778173446655273
GRB090129,4.526503086090088,14.54592227935791
GRB151004A,-10.30235767364502,-21.852460861206055
GRB180630A,20.11031723022461,10.540438652038574
GRB090418B,-22.95016860961914,19.242813110351562
GRB140305A,4.532019138336182,-9.940653800964355
GRB130419A,-15.237320899963379,-17.27181053161621
GRB090423,22.789810180664062,7.330436706542969
GRB090424,13.84505558013916,16.376800537109375
GRB161218A,13.993245124816895,15.54047679901123
