#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## XX_XX keV: Energy fluence in XX - XX keV, with unit of erg/cm^2.
## XX_XXkeV_low: The lower limit of energy fluence in XX - XX keV (90% confidence region).
## XX_XXkeV_hi: The upper limit of energy fluence in XX - XX keV (90% confidence region).
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## *Special note: the original XSPEC fit report log10(flux). Thus the value 1.0 indicate the original fit of log10(flux) = 0.0.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB170906B   |    770958    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB170906A   |    770957    | 3.719495e-06 | 3.605239e-06 | 3.835518e-06 | 7.531543e-06 | 7.393738e-06 | 7.669270e-06 | 1.188814e-05 | 1.173286e-05 | 1.204326e-05 | 9.927365e-06 | 9.721293e-06 | 1.013477e-05 | 4.157900e-05 | 4.028692e-05 | 4.290066e-05 | 3.306694e-05 | 3.265156e-05 | 3.348144e-05 | 6.471933e-05 | 6.341238e-05 | 6.604561e-05 | 167.6 | -44.756000 | 122.860000 |  
GRB170903A   |    770528    | 4.997332e-07 | 4.479383e-07 | 5.530166e-07 | 6.985351e-07 | 6.530979e-07 | 7.439405e-07 | 7.229000e-07 | 6.526467e-07 | 7.932283e-07 | 4.344783e-07 | 3.700823e-07 | 5.033015e-07 | 1.371066e-06 | 1.112521e-06 | 1.666703e-06 | 2.355636e-06 | 2.191787e-06 | 2.520393e-06 | 3.292215e-06 | 2.964478e-06 | 3.645091e-06 | 35.7 | -9.996000 | 25.704000 |  
GRB170827A   |    769567    | 1.547159e-07 | 1.239324e-07 | 1.877824e-07 | 3.385828e-07 | 2.978894e-07 | 3.785602e-07 | 5.833173e-07 | 5.137654e-07 | 6.519810e-07 | 5.208528e-07 | 4.246635e-07 | 6.239717e-07 | 2.325654e-06 | 1.740344e-06 | 3.043582e-06 | 1.597478e-06 | 1.423557e-06 | 1.772617e-06 | 3.402317e-06 | 2.772585e-06 | 4.144526e-06 | 159.7 | 17.240000 | 176.972000 |  
GRB170823A   |    769177    | 6.070179e-07 | 5.644188e-07 | 6.505212e-07 | 7.922121e-07 | 7.575154e-07 | 8.269162e-07 | 7.575677e-07 | 7.016192e-07 | 8.139945e-07 | 4.276628e-07 | 3.788624e-07 | 4.794811e-07 | 1.286091e-06 | 1.099820e-06 | 1.493521e-06 | 2.584411e-06 | 2.458450e-06 | 2.711325e-06 | 3.442876e-06 | 3.201116e-06 | 3.699657e-06 | 87.66 | -0.356000 | 87.308000 |  
GRB170822A   |    768939    | 1.180891e-06 | 1.079394e-06 | 1.284842e-06 | 1.806051e-06 | 1.708048e-06 | 1.903926e-06 | 2.072287e-06 | 1.918182e-06 | 2.226332e-06 | 1.350983e-06 | 1.197981e-06 | 1.511437e-06 | 4.550718e-06 | 3.881950e-06 | 5.289566e-06 | 6.410177e-06 | 6.043381e-06 | 6.778600e-06 | 9.609928e-06 | 8.797720e-06 | 1.047249e-05 | 80 | -15.624000 | 64.376000 |  
GRB170813A   |    767563    | 1.587995e-07 | 1.337732e-07 | 1.851992e-07 | 3.738773e-07 | 3.381498e-07 | 4.090714e-07 | 6.992124e-07 | 6.400282e-07 | 7.580173e-07 | 6.645675e-07 | 5.774829e-07 | 7.558909e-07 | 3.156015e-06 | 2.571989e-06 | 3.834415e-06 | 1.896440e-06 | 1.743569e-06 | 2.050072e-06 | 4.387823e-06 | 3.771717e-06 | 5.084510e-06 | 86.25 | -9.164000 | 77.088000 |  
GRB170810A   |    767284    | 4.620403e-07 | 4.267759e-07 | 4.983219e-07 | 1.004014e-06 | 9.595772e-07 | 1.048166e-06 | 1.716011e-06 | 1.641912e-06 | 1.789781e-06 | 1.522965e-06 | 1.417033e-06 | 1.631811e-06 | 6.760362e-06 | 6.089617e-06 | 7.484279e-06 | 4.705003e-06 | 4.519183e-06 | 4.891476e-06 | 9.942370e-06 | 9.234001e-06 | 1.069621e-05 | 182.1 | -24.332000 | 157.740000 |  
GRB170807A   |    766821    | 1.575518e-07 | 1.386160e-07 | 1.769430e-07 | 2.388655e-07 | 2.194337e-07 | 2.583172e-07 | 2.713522e-07 | 2.364467e-07 | 3.066079e-07 | 1.755227e-07 | 1.423454e-07 | 2.118768e-07 | 5.874670e-07 | 4.479436e-07 | 7.537082e-07 | 8.432830e-07 | 7.622429e-07 | 9.256426e-07 | 1.255201e-06 | 1.077614e-06 | 1.453628e-06 | 52.67 | -0.436000 | 52.232000 |  
GRB170804A   |    766194    | 2.162811e-07 | 1.886378e-07 | 2.447646e-07 | 3.556793e-07 | 3.265717e-07 | 3.847765e-07 | 4.433826e-07 | 3.908217e-07 | 4.960194e-07 | 3.084385e-07 | 2.539151e-07 | 3.674419e-07 | 1.096929e-06 | 8.489824e-07 | 1.390012e-06 | 1.323789e-06 | 1.200684e-06 | 1.448401e-06 | 2.112266e-06 | 1.812837e-06 | 2.447308e-06 | 76.95 | 1.980000 | 78.932000 |  
GRB170803A   |    766081    | 1.143290e-07 | 1.067963e-07 | 1.220383e-07 | 2.366172e-07 | 2.272356e-07 | 2.459610e-07 | 3.828127e-07 | 3.673807e-07 | 3.981955e-07 | 3.257814e-07 | 3.052996e-07 | 3.466620e-07 | 1.389045e-06 | 1.266824e-06 | 1.518890e-06 | 1.059538e-06 | 1.020813e-06 | 1.098339e-06 | 2.122786e-06 | 1.991252e-06 | 2.260666e-06 | 4.836 | -0.692000 | 4.144000 |  
GRB170728B   |    765130    | 3.275685e-07 | 2.200707e-07 | 4.443264e-07 | 4.787317e-07 | 3.597345e-07 | 5.973818e-07 | 5.214736e-07 | 3.511415e-07 | 6.960685e-07 | 3.263564e-07 | 1.841544e-07 | 4.978886e-07 | 1.063438e-06 | 5.194002e-07 | 1.858370e-06 | 1.654140e-06 | 1.219445e-06 | 2.097549e-06 | 2.383484e-06 | 1.605100e-06 | 3.346895e-06 | 50.62 | -0.072000 | 50.552000 |  
GRB170728A   |    765008    | 1.836383e-08 | 1.481130e-08 | 2.199851e-08 | 2.489450e-08 | 2.096445e-08 | 2.880668e-08 | 2.487157e-08 | 1.852350e-08 | 3.149150e-08 | 1.453762e-08 | 9.453513e-09 | 2.062687e-08 | 4.489554e-08 | 2.629621e-08 | 7.036120e-08 | 8.266530e-08 | 6.736018e-08 | 9.846984e-08 | 1.129987e-07 | 8.541876e-08 | 1.459531e-07 | 1.416 | 0.168000 | 1.584000 |  
GRB170724A   |    764204    | 1.395991e-07 | 1.095224e-07 | 1.713573e-07 | 2.619344e-07 | 2.271082e-07 | 2.963553e-07 | 3.793173e-07 | 3.133593e-07 | 4.445009e-07 | 2.964303e-07 | 2.198379e-07 | 3.818499e-07 | 1.167758e-06 | 7.804995e-07 | 1.670216e-06 | 1.077290e-06 | 9.209852e-07 | 1.235698e-06 | 1.948645e-06 | 1.503220e-06 | 2.489560e-06 | 109.2 | -45.644000 | 63.604000 |  
GRB170714A   |    762535    | 4.640303e-07 | 3.973163e-07 | 5.331217e-07 | 7.671075e-07 | 6.972145e-07 | 8.370016e-07 | 9.619585e-07 | 8.289846e-07 | 1.095182e-06 | 6.722741e-07 | 5.338464e-07 | 8.244539e-07 | 2.400304e-06 | 1.771113e-06 | 3.165894e-06 | 2.865341e-06 | 2.558564e-06 | 3.177286e-06 | 4.593317e-06 | 3.834832e-06 | 5.463192e-06 | 538.6 | -74.360000 | 464.232000 |  
GRB170711A   |    761622    | 2.424183e-07 | 2.225745e-07 | 2.627214e-07 | 3.845877e-07 | 3.651871e-07 | 4.039759e-07 | 4.601564e-07 | 4.253784e-07 | 4.950801e-07 | 3.100098e-07 | 2.739905e-07 | 3.481172e-07 | 1.073064e-06 | 9.109101e-07 | 1.254485e-06 | 1.397158e-06 | 1.317090e-06 | 1.477969e-06 | 2.160207e-06 | 1.966552e-06 | 2.369111e-06 | 46.99 | -31.624000 | 15.368000 |  
GRB170710B   |  00086619001 | 2.789213e-07 | 2.566621e-07 | 3.018086e-07 | 5.526138e-07 | 5.265525e-07 | 5.785244e-07 | 8.510628e-07 | 8.074987e-07 | 8.944617e-07 | 6.973997e-07 | 6.410052e-07 | 7.555998e-07 | 2.869801e-06 | 2.548659e-06 | 3.218635e-06 | 2.379971e-06 | 2.273065e-06 | 2.487263e-06 | 4.552414e-06 | 4.203893e-06 | 4.923588e-06 | 59.2 | 0.000000 | 59.200000 |  
GRB170710A   |    761119    | 1.536768e-07 | 1.124911e-07 | 1.968151e-07 | 2.225094e-07 | 1.816094e-07 | 2.633712e-07 | 2.397775e-07 | 1.662985e-07 | 3.148606e-07 | 1.487847e-07 | 8.538634e-08 | 2.280018e-07 | 4.815244e-07 | 2.380884e-07 | 8.521349e-07 | 7.647655e-07 | 5.973216e-07 | 9.374720e-07 | 1.097484e-06 | 7.651178e-07 | 1.528334e-06 | 36.62 | 0.168000 | 36.792000 |  
GRB170705A   |    760064    | 1.424891e-06 | 1.348595e-06 | 1.502905e-06 | 2.420704e-06 | 2.347263e-06 | 2.493858e-06 | 3.131422e-06 | 3.020172e-06 | 3.242439e-06 | 2.242083e-06 | 2.111649e-06 | 2.375864e-06 | 8.173568e-06 | 7.521105e-06 | 8.865876e-06 | 9.219167e-06 | 8.956982e-06 | 9.481821e-06 | 1.515066e-05 | 1.443583e-05 | 1.589651e-05 | 310 | -0.388000 | 310.464000 |  
GRB170629A   |    759159    | 4.113738e-07 | 3.624905e-07 | 4.618134e-07 | 6.916663e-07 | 6.400246e-07 | 7.431330e-07 | 8.842734e-07 | 8.001781e-07 | 9.680250e-07 | 6.273598e-07 | 5.374975e-07 | 7.227476e-07 | 2.269063e-06 | 1.844831e-06 | 2.754778e-06 | 2.614668e-06 | 2.412663e-06 | 2.817842e-06 | 4.256343e-06 | 3.757393e-06 | 4.801164e-06 | 40.53 | -1.208000 | 39.324000 |  
GRB170626A   |    758766    | 1.259711e-06 | 1.214341e-06 | 1.305782e-06 | 2.175359e-06 | 2.130154e-06 | 2.220501e-06 | 2.866955e-06 | 2.808607e-06 | 2.925169e-06 | 2.082720e-06 | 2.013172e-06 | 2.153034e-06 | 7.688665e-06 | 7.328430e-06 | 8.061224e-06 | 8.384765e-06 | 8.239502e-06 | 8.529841e-06 | 1.399075e-05 | 1.360570e-05 | 1.438437e-05 | 39.27 | -21.344000 | 17.924000 |  
GRB170607A   |    756284    | 1.174472e-06 | 1.092427e-06 | 1.258556e-06 | 1.999368e-06 | 1.917532e-06 | 2.080907e-06 | 2.592404e-06 | 2.460496e-06 | 2.723972e-06 | 1.859528e-06 | 1.709278e-06 | 2.015128e-06 | 6.789577e-06 | 6.049961e-06 | 7.590539e-06 | 7.625753e-06 | 7.314300e-06 | 7.938212e-06 | 1.255575e-05 | 1.172418e-05 | 1.343515e-05 | 352 | -207.896000 | 144.104000 |  
GRB170604A   |    755867    | 5.432752e-07 | 4.717588e-07 | 6.181014e-07 | 1.130784e-06 | 1.039489e-06 | 1.221237e-06 | 1.841238e-06 | 1.703530e-06 | 1.978107e-06 | 1.574671e-06 | 1.393894e-06 | 1.762138e-06 | 6.745432e-06 | 5.670350e-06 | 7.954260e-06 | 5.090023e-06 | 4.740017e-06 | 5.440764e-06 | 1.026077e-05 | 9.105836e-06 | 1.152099e-05 | 30.5 | -11.656000 | 18.840000 |  
GRB170531B   |    755354    | 4.014743e-07 | 3.564576e-07 | 4.475668e-07 | 5.656631e-07 | 5.222492e-07 | 6.091268e-07 | 5.907963e-07 | 5.141476e-07 | 6.688793e-07 | 3.576661e-07 | 2.892063e-07 | 4.335586e-07 | 1.135136e-06 | 8.644458e-07 | 1.460420e-06 | 1.915569e-06 | 1.740515e-06 | 2.094053e-06 | 2.693072e-06 | 2.336295e-06 | 3.092416e-06 | 181.3 | 0.240000 | 181.560000 |  
GRB170531A   |    755343    | 7.294405e-08 | 5.332243e-08 | 9.432349e-08 | 1.594189e-07 | 1.340417e-07 | 1.839924e-07 | 2.742394e-07 | 2.254342e-07 | 3.219510e-07 | 2.445906e-07 | 1.777419e-07 | 3.200146e-07 | 1.090912e-06 | 6.970432e-07 | 1.631924e-06 | 7.511901e-07 | 6.324554e-07 | 8.720068e-07 | 1.597496e-06 | 1.168718e-06 | 2.155658e-06 | 39.04 | -13.244000 | 25.796000 |  
GRB170526A   |    754549    | 1.561349e-08 | 9.423671e-09 | 2.265114e-08 | 3.628608e-08 | 2.738104e-08 | 4.456358e-08 | 6.688058e-08 | 5.161192e-08 | 8.141606e-08 | 6.286806e-08 | 4.087992e-08 | 8.793870e-08 | 2.952773e-07 | 1.600406e-07 | 5.031993e-07 | 1.816478e-07 | 1.439263e-07 | 2.195989e-07 | 4.140093e-07 | 2.689491e-07 | 6.225153e-07 | 8.788 | -0.072000 | 8.716000 |  
GRB170524B   |  00753445006 | 5.964603e-07 | 5.554456e-07 | 6.386188e-07 | 1.356756e-06 | 1.301103e-06 | 1.412153e-06 | 2.441190e-06 | 2.357988e-06 | 2.524188e-06 | 2.253106e-06 | 2.132169e-06 | 2.376193e-06 | 1.039206e-05 | 9.576828e-06 | 1.125697e-05 | 6.647551e-06 | 6.431935e-06 | 6.863281e-06 | 1.478638e-05 | 1.393900e-05 | 1.567479e-05 | 49.6 | 0.000000 | 49.600000 |  
GRB170524A   |    754322    | 3.035647e-09 | 2.236822e-09 | 3.890374e-09 | 7.269612e-09 | 6.007741e-09 | 8.506115e-09 | 1.385738e-08 | 1.148078e-08 | 1.619911e-08 | 1.336261e-08 | 1.010395e-08 | 1.683997e-08 | 6.438745e-08 | 4.368086e-08 | 9.050472e-08 | 3.752504e-08 | 3.136326e-08 | 4.371306e-08 | 8.855054e-08 | 6.586447e-08 | 1.157820e-07 | 0.12 | 0.000000 | 0.120000 |  
GRB170519A   |    753445    | 2.369470e-07 | 1.982581e-07 | 2.764784e-07 | 3.316967e-07 | 2.927528e-07 | 3.704426e-07 | 3.438437e-07 | 2.706145e-07 | 4.192865e-07 | 2.069336e-07 | 1.439299e-07 | 2.814109e-07 | 6.536886e-07 | 4.126112e-07 | 9.776220e-07 | 1.119415e-06 | 9.548847e-07 | 1.289261e-06 | 1.566178e-06 | 1.237488e-06 | 1.962144e-06 | 231.5 | -30.200000 | 201.264000 |  
GRB170516A   |    753110    | 3.523513e-07 | 3.195331e-07 | 3.856434e-07 | 3.205279e-07 | 2.938027e-07 | 3.469811e-07 | 2.013612e-07 | 1.679329e-07 | 2.367368e-07 | 8.100386e-08 | 6.157239e-08 | 1.036874e-07 | 1.933819e-07 | 1.389331e-07 | 2.616350e-07 | 9.552255e-07 | 8.741095e-07 | 1.038044e-06 | 1.067569e-06 | 9.584419e-07 | 1.185567e-06 | 51.07 | -19.856000 | 31.216000 |  
GRB170428A   |    750298    | 1.508972e-08 | 1.290658e-08 | 1.738166e-08 | 4.383705e-08 | 3.993753e-08 | 4.768932e-08 | 1.036433e-07 | 9.568662e-08 | 1.115658e-07 | 1.175117e-07 | 1.039205e-07 | 1.316077e-07 | 6.710445e-07 | 5.588061e-07 | 7.990818e-07 | 2.800795e-07 | 2.581316e-07 | 3.021561e-07 | 8.336259e-07 | 7.166403e-07 | 9.647421e-07 | 0.3 | 0.148000 | 0.448000 |  
GRB170419B   |    748947    | 2.250036e-07 | 1.948856e-07 | 2.562710e-07 | 4.472492e-07 | 4.100054e-07 | 4.842945e-07 | 6.913685e-07 | 6.256761e-07 | 7.567451e-07 | 5.681586e-07 | 4.869222e-07 | 6.540480e-07 | 2.344227e-06 | 1.895918e-06 | 2.860945e-06 | 1.931788e-06 | 1.769740e-06 | 2.095027e-06 | 3.707828e-06 | 3.207374e-06 | 4.263827e-06 | 86.95 | 0.276000 | 87.228000 |  
GRB170419A   |    748898    | 6.869229e-08 | 5.590724e-08 | 8.189889e-08 | 9.104955e-08 | 7.868428e-08 | 1.033732e-07 | 8.863965e-08 | 6.762356e-08 | 1.100672e-07 | 5.075491e-08 | 3.371615e-08 | 7.084643e-08 | 1.542830e-07 | 9.224607e-08 | 2.381596e-07 | 2.991355e-07 | 2.510256e-07 | 3.483517e-07 | 4.026595e-07 | 3.142086e-07 | 5.075491e-07 | 8.96 | -0.376000 | 8.584000 |  
GRB170405A   |    745797    | 5.302927e-07 | 4.689599e-07 | 5.938486e-07 | 9.656632e-07 | 8.986193e-07 | 1.032276e-06 | 1.351748e-06 | 1.237444e-06 | 1.465432e-06 | 1.029001e-06 | 8.940991e-07 | 1.171320e-06 | 3.959002e-06 | 3.265695e-06 | 4.748164e-06 | 3.876643e-06 | 3.603344e-06 | 4.151603e-06 | 6.806686e-06 | 6.026646e-06 | 7.662416e-06 | 185.8 | 56.700000 | 242.496000 |  
GRB170331A   |    744791    | 2.108023e-07 | 1.740224e-07 | 2.488715e-07 | 3.095817e-07 | 2.718287e-07 | 3.473243e-07 | 3.390978e-07 | 2.774759e-07 | 4.011946e-07 | 2.131401e-07 | 1.577303e-07 | 2.753247e-07 | 6.969718e-07 | 4.740183e-07 | 9.777439e-07 | 1.072618e-06 | 9.254547e-07 | 1.221730e-06 | 1.556414e-06 | 1.260333e-06 | 1.894546e-06 | 19.94 | -2.784000 | 17.152000 |  
GRB170330A   |    744773    | 6.133831e-07 | 5.617613e-07 | 6.666253e-07 | 1.248308e-06 | 1.186292e-06 | 1.309941e-06 | 1.981626e-06 | 1.884003e-06 | 2.078892e-06 | 1.662079e-06 | 1.532011e-06 | 1.795981e-06 | 6.990074e-06 | 6.222598e-06 | 7.823153e-06 | 5.505437e-06 | 5.262375e-06 | 5.749126e-06 | 1.083333e-05 | 1.001271e-05 | 1.170771e-05 | 151.8 | -143.864000 | 7.972000 |  
GRB170325A   |  00034941009 | 6.827883e-09 | 4.998459e-09 | 8.823606e-09 | 1.648451e-08 | 1.378498e-08 | 1.909309e-08 | 3.170999e-08 | 2.663153e-08 | 3.665608e-08 | 3.078833e-08 | 2.324374e-08 | 3.895974e-08 | 1.493881e-07 | 9.990935e-08 | 2.141293e-07 | 8.581162e-08 | 7.285947e-08 | 9.884076e-08 | 2.044118e-07 | 1.515501e-07 | 2.706239e-07 | 0.392 | 0.000000 | 0.392000 |  
GRB170318B   |    743086    | 7.299549e-09 | 4.495065e-09 | 1.060806e-08 | 2.101871e-08 | 1.575818e-08 | 2.611717e-08 | 4.920691e-08 | 4.056262e-08 | 5.773990e-08 | 5.538039e-08 | 4.071046e-08 | 7.108141e-08 | 3.137372e-07 | 1.970225e-07 | 4.774370e-07 | 1.329065e-07 | 1.093342e-07 | 1.565331e-07 | 3.912695e-07 | 2.705304e-07 | 5.541610e-07 | 1.144 | -0.500000 | 0.644000 |  
GRB170318A   |    743065    | 4.064814e-07 | 3.591374e-07 | 4.555548e-07 | 8.268575e-07 | 7.672745e-07 | 8.860550e-07 | 1.311960e-06 | 1.214956e-06 | 1.408577e-06 | 1.099944e-06 | 9.766540e-07 | 1.228544e-06 | 4.624350e-06 | 3.915441e-06 | 5.417398e-06 | 3.645195e-06 | 3.401501e-06 | 3.889921e-06 | 7.169530e-06 | 6.393382e-06 | 8.013840e-06 | 167.9 | -21.592000 | 146.260000 |  
GRB170317A   |    742866    | 2.576300e-07 | 2.332793e-07 | 2.826157e-07 | 3.997296e-07 | 3.752377e-07 | 4.242153e-07 | 4.662689e-07 | 4.264975e-07 | 5.061001e-07 | 3.079261e-07 | 2.684332e-07 | 3.495717e-07 | 1.048350e-06 | 8.751982e-07 | 1.242185e-06 | 1.431582e-06 | 1.336646e-06 | 1.527026e-06 | 2.171932e-06 | 1.959730e-06 | 2.399255e-06 | 18.61 | -0.288000 | 18.320000 |  
GRB170311A   |    741965    | 3.272352e-08 | 2.208411e-08 | 4.430676e-08 | 6.795478e-08 | 5.462230e-08 | 8.064362e-08 | 1.103596e-07 | 8.682004e-08 | 1.330914e-07 | 9.419113e-08 | 6.382341e-08 | 1.289912e-07 | 4.027727e-07 | 2.348281e-07 | 6.464724e-07 | 3.052320e-07 | 2.488399e-07 | 3.621679e-07 | 6.137055e-07 | 4.284203e-07 | 8.636942e-07 | 10 | -3.696000 | 6.304000 |  
GRB170307A   |    741528    | 2.627393e-07 | 2.194345e-07 | 3.070542e-07 | 3.819047e-07 | 3.366705e-07 | 4.270071e-07 | 4.133948e-07 | 3.275858e-07 | 5.016433e-07 | 2.574276e-07 | 1.811820e-07 | 3.469166e-07 | 8.355168e-07 | 5.343859e-07 | 1.236673e-06 | 1.315452e-06 | 1.120302e-06 | 1.516963e-06 | 1.893542e-06 | 1.490408e-06 | 2.378893e-06 | 69.89 | 55.204000 | 125.096000 |  
GRB170306A   |    741220    | 1.707206e-07 | 1.325153e-07 | 2.109774e-07 | 2.487688e-07 | 2.121270e-07 | 2.853027e-07 | 2.700448e-07 | 2.117853e-07 | 3.281525e-07 | 1.685373e-07 | 1.160422e-07 | 2.287051e-07 | 5.479690e-07 | 3.388800e-07 | 8.262585e-07 | 8.580565e-07 | 7.210840e-07 | 9.965197e-07 | 1.237502e-06 | 9.636644e-07 | 1.559789e-06 | 26.32 | -7.036000 | 19.284000 |  
GRB170208B   |    737463    | 9.711098e-07 | 9.236094e-07 | 1.019503e-06 | 1.656488e-06 | 1.609379e-06 | 1.703485e-06 | 2.152773e-06 | 2.082084e-06 | 2.223301e-06 | 1.546957e-06 | 1.465205e-06 | 1.630378e-06 | 5.657028e-06 | 5.248056e-06 | 6.087492e-06 | 6.327298e-06 | 6.157839e-06 | 6.496933e-06 | 1.043731e-05 | 9.985236e-06 | 1.090632e-05 | 177.5 | -18.200000 | 159.300000 |  
GRB170208A   |    737438    | 1.200357e-07 | 9.968977e-08 | 1.417393e-07 | 2.928333e-07 | 2.613729e-07 | 3.239967e-07 | 5.699025e-07 | 5.261875e-07 | 6.135790e-07 | 5.582523e-07 | 4.956790e-07 | 6.225160e-07 | 2.733131e-06 | 2.287813e-06 | 3.238400e-06 | 1.541028e-06 | 1.424494e-06 | 1.657718e-06 | 3.715870e-06 | 3.255147e-06 | 4.224647e-06 | 8.096 | -0.036000 | 8.060000 |  
GRB170206B   |    737125    | 3.919118e-08 | 2.867665e-08 | 5.052523e-08 | 7.543073e-08 | 6.243215e-08 | 8.824870e-08 | 1.124264e-07 | 8.984798e-08 | 1.348802e-07 | 8.983556e-08 | 6.369398e-08 | 1.195001e-07 | 3.611672e-07 | 2.272156e-07 | 5.430607e-07 | 3.168826e-07 | 2.617450e-07 | 3.728450e-07 | 5.882180e-07 | 4.337089e-07 | 7.815349e-07 | 15.94 | -0.328000 | 15.608000 |  
GRB170205A   |    736843    | 7.314246e-07 | 6.897466e-07 | 7.740155e-07 | 1.085099e-06 | 1.049807e-06 | 1.120339e-06 | 1.202374e-06 | 1.145538e-06 | 1.259330e-06 | 7.626750e-07 | 7.046923e-07 | 8.229425e-07 | 2.512289e-06 | 2.259902e-06 | 2.784579e-06 | 3.781548e-06 | 3.653336e-06 | 3.910385e-06 | 5.531076e-06 | 5.236964e-06 | 5.840496e-06 | 47.82 | -1.424000 | 46.396000 |  
GRB170203A   |    736432    | 8.404719e-08 | 6.162167e-08 | 1.080795e-07 | 1.534876e-07 | 1.281337e-07 | 1.783419e-07 | 2.155477e-07 | 1.705114e-07 | 2.595693e-07 | 1.644915e-07 | 1.137505e-07 | 2.218622e-07 | 6.342835e-07 | 3.865034e-07 | 9.717921e-07 | 6.175799e-07 | 5.115678e-07 | 7.246249e-07 | 1.087360e-06 | 8.000613e-07 | 1.446116e-06 | 49.02 | -0.040000 | 48.976000 |  
GRB170202A   |    736407    | 5.371579e-07 | 5.027962e-07 | 5.722186e-07 | 8.913369e-07 | 8.571994e-07 | 9.253837e-07 | 1.122541e-06 | 1.067338e-06 | 1.177693e-06 | 7.871403e-07 | 7.264437e-07 | 8.499275e-07 | 2.818461e-06 | 2.528028e-06 | 3.131208e-06 | 3.338120e-06 | 3.207392e-06 | 3.469381e-06 | 5.369600e-06 | 5.036768e-06 | 5.719420e-06 | 76.21 | 0.252000 | 76.460000 |  
GRB170131A   |  736107 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB170127B   |    735331    | 6.618075e-09 | 4.756875e-09 | 8.657882e-09 | 1.776200e-08 | 1.459761e-08 | 2.084643e-08 | 3.845402e-08 | 3.228358e-08 | 4.454426e-08 | 4.081612e-08 | 3.115313e-08 | 5.131351e-08 | 2.171660e-07 | 1.470353e-07 | 3.096505e-07 | 1.036482e-07 | 8.720509e-08 | 1.202685e-07 | 2.800024e-07 | 2.056041e-07 | 3.743878e-07 | 0.592 | 0.048000 | 0.640000 |  
GRB170127A   |    735326    | 4.783777e-08 | 3.290113e-08 | 6.423488e-08 | 1.086803e-07 | 8.693022e-08 | 1.299005e-07 | 1.952769e-07 | 1.554250e-07 | 2.346502e-07 | 1.800490e-07 | 1.267830e-07 | 2.401491e-07 | 8.295662e-07 | 5.100126e-07 | 1.276530e-06 | 5.318399e-07 | 4.310036e-07 | 6.342068e-07 | 1.181384e-06 | 8.292601e-07 | 1.643088e-06 | 73.76 | -8.496000 | 65.268000 |  
GRB170126A   |    735188    | 3.688213e-07 | 3.170559e-07 | 4.224020e-07 | 7.060020e-07 | 6.428741e-07 | 7.686098e-07 | 1.045769e-06 | 9.397794e-07 | 1.151002e-06 | 8.316411e-07 | 7.065712e-07 | 9.633762e-07 | 3.328863e-06 | 2.667509e-06 | 4.090496e-06 | 2.952201e-06 | 2.689961e-06 | 3.215851e-06 | 5.449366e-06 | 4.698465e-06 | 6.278212e-06 | 11.65 | -0.760000 | 10.888000 |  
GRB170115A   |    733103    | 6.029531e-08 | 4.683210e-08 | 7.436414e-08 | 1.136668e-07 | 9.732259e-08 | 1.299043e-07 | 1.654869e-07 | 1.332213e-07 | 1.977214e-07 | 1.298595e-07 | 9.331117e-08 | 1.714406e-07 | 5.134921e-07 | 3.308138e-07 | 7.568916e-07 | 4.693034e-07 | 3.920430e-07 | 5.482058e-07 | 8.529502e-07 | 6.386807e-07 | 1.118443e-06 | 49.55 | 2.948000 | 52.496000 |  
GRB170113A   |    732526    | 1.043221e-07 | 9.258838e-08 | 1.164304e-07 | 1.833481e-07 | 1.702811e-07 | 1.963977e-07 | 2.465168e-07 | 2.221347e-07 | 2.709108e-07 | 1.818890e-07 | 1.548626e-07 | 2.107252e-07 | 6.806855e-07 | 5.489674e-07 | 8.322934e-07 | 7.160715e-07 | 6.583039e-07 | 7.745091e-07 | 1.214861e-06 | 1.060710e-06 | 1.385181e-06 | 23.54 | -0.608000 | 22.932000 |  
