#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## Best-fit model: Best-fit model, either simple power law (PL) or cutoff power law (CPL). N/A means not applicable.
#####################################################################################
#####################################################################################
GRB151127A |   665268   | PL
GRB151122A |   664653   | PL
GRB151118A |   664078   | PL
GRB151114A |   663490   | N/A
GRB151112A |   663179   | N/A
GRB151111A |   663074   | N/A
GRB151107A |   662757   | N/A
GRB151031A |   662330   | PL
GRB151029A |   662086   | N/A
GRB151027B |   661869   | PL
GRB151027A |   661775   | PL
GRB151023A |   661253   | PL
GRB151022A |   661036   | PL
GRB151021A |   660671   | PL
GRB151006A |   657750   | PL
GRB151004A |   657564   | PL
GRB151001B |   657321   | PL
GRB151001A |   657286   | PL
GRB150925A |   656604   | PL
GRB150915A |   655721   | PL
GRB150911A |   655262   | CPL
GRB150910A |   655097   | PL
GRB150907B |   654803   | PL
GRB150901A |   654042   | PL
GRB150831B |   653978   | PL
GRB150831A |   653838   | PL
GRB150821A |   652847   | PL
GRB150819A |   652643   | PL
GRB150818A |   652603   | PL
GRB150817A |   652334   | PL
GRB150811A |   651882   | PL
GRB150801B |   650977   | PL
GRB150728A |   650617   | PL
GRB150727A |   650530   | N/A
GRB150724A |   650141   | PL
GRB150722A |   649916   | PL
GRB150720A |   649706   | PL
GRB150716A |   649157   | PL
GRB150711A |   648601   | N/A
GRB150710B |   00084694006   | N/A
GRB150710A |   648437   | PL
GRB150626B |   646786   | PL
GRB150626A |   646603   | PL
GRB150616A |   644259   | PL
GRB150615A |   643833   | PL
GRB150607A |   642620   | CPL
GRB150530A |   642018   | PL
GRB150527A |   641698   | PL
GRB150530B |   00084922008   | PL
GRB150513A |   640584   | PL
GRB150430A |   639433   | PL
GRB150428B |   639278   | CPL
GRB150428A |   639275   | PL
GRB150424A |   638946   | N/A
GRB150423A |   638808   | N/A
GRB150413A |   637899   | PL
GRB150407A |  637342  | N/A
GRB150403A |   637044   | PL
GRB150402A |   00636865000   | PL
GRB150323C |   636005   | PL
GRB150323B |   635929   | PL
GRB150323A |   635887   | PL
GRB150318A |   635289   | PL
GRB150317A |   635148   | PL
GRB150314A |   634795   | PL
GRB150309A |   634200   | CPL
GRB150302A |   633237   | PL
GRB150301B |   633180   | N/A
GRB150301A |   632995   | PL
GRB150222A |   632180   | PL
GRB150213B |   631051   | PL
GRB150212A |   630876   | PL
GRB150211A |   630714   | N/A
GRB150206A |   630019   | PL
GRB150204A |   00084702002   | PL
GRB150203A |   629578   | PL
GRB150202A |   629547   | PL
GRB150201A |   629302   | PL
GRB150120B |   627170   | PL
GRB150120A |   627137   | PL
GRB150110B |   624606   | PL
GRB150103A |   623368   | PL
GRB150101B |   00091964035   | N/A
GRB150101A |   623158   | N/A
GRB141229A |  00085478004  | N/A
GRB141225A |   622476   | PL
GRB141221A |   622006   | N/A
GRB141220A |   621915   | CPL
GRB141212B |   621234   | PL
GRB141212A |   621229   | PL
GRB141205A |   620534   | N/A
GRB141130A |   620090   | PL
GRB141121A |   619182   | PL
GRB141109B |   618032   | PL
GRB141109A |   618024   | PL
GRB141102A |   617316   | N/A
GRB141031B |   617149   | PL
GRB141031A |   617110   | PL
GRB141026A |   616502   | PL
GRB141022A |   616061   | N/A
GRB141020A |   615873   | PL
GRB141017A |   615672   | CPL
GRB141015A |   615399   | PL
GRB141005A |   614415   | PL
GRB141004A |   614390   | PL
GRB140930B |   614094   | N/A
GRB140927A |   613775   | PL
GRB140919A |   613160   | PL
GRB140916A |   612804   | PL
GRB140909A |  612132  | N/A
GRB140907A |   611933   | PL
GRB140903A |   611599   | N/A
GRB140901B |   611389   | PL
GRB140828A |   610953   | CPL
GRB140824A |   610501   | PL
GRB140818B |   609885   | PL
GRB140817A |   609736   | PL
GRB140730A |   607742   | PL
GRB140719B |   605700   | PL
GRB140719A |   605612   | N/A
GRB140716A-2 |   604793   | PL
GRB140716A-1 |   604792   | PL
GRB140713A |   604232   | N/A
GRB140710A |   603954   | PL
GRB140709B |   603866   | PL
GRB140709A |   603810   | CPL
GRB140706A |   603587   | PL
GRB140703A |   603243   | PL
GRB140629A |   602884   | PL
GRB140628A |   602803   | PL
GRB140626A |   602604   | PL
GRB140622A |   602278   | PL
GRB140619A |   602080   | PL
GRB140614B |   601662   | PL
GRB140614A |   601646   | PL
GRB140611A |   601292   | N/A
GRB140610A |   601259   | PL
GRB140607A |   601051   | N/A
GRB140606A |   600951   | PL
GRB140529A |   00091901003   | PL
GRB140521A |   599546   | PL
GRB140518A |   599287   | CPL
GRB140516A |   599188   | PL
GRB140515A |   599037   | CPL
GRB140512A |   598819   | PL
GRB140509A |   598497   | N/A
GRB140506A |   598284   | PL
GRB140502A |   597841   | PL
GRB140430A |   597722   | PL
GRB140428A |   597519   | PL
GRB140423A |   596901   | PL
GRB140419A |   596426   | PL
GRB140414A |   00084568002   | PL
GRB140413A |   595616   | PL
GRB140412A |   595608   | PL
GRB140408A |   595141   | PL
GRB140402A |   594308   | PL
GRB140331A |   594081   | PL
GRB140323A |   592916   | PL
GRB140320A |   592544   | PL
GRB140318A |   592204   | PL
GRB140311B |   591392   | PL
GRB140311A |   591390   | PL
GRB140305A |   590446   | N/A
GRB140304A |   590206   | CPL
GRB140302A |   589685   | PL
GRB140301A |   589590   | PL
GRB140215A |   586680   | PL
GRB140213A |   586569   | PL
GRB140211A |   586289   | PL
GRB140209A |   586071   | PL
GRB140206A |   585834   | CPL
GRB140129B |   585149   | PL
GRB140129A |   585128   | PL
GRB140118A |   584136   | PL
GRB140114A |   583861   | PL
GRB140108A |   583338   | PL
GRB140103A |   582773   | N/A
GRB140102A |   582760   | PL
GRB131229A |   582374   | PL
GRB131227A |   582184   | PL
GRB131226A |   582123   | PL
GRB131224B |   00032923023   | PL
GRB131205A |   580267   | PL
GRB131202A |   579982   | PL
GRB131128A |   579683   | PL
GRB131127A |   579571   | PL
GRB131120A |   578227   | PL
GRB131117A |   577968   | PL
GRB131110A |   00020326002   | PL
GRB131105A |   576738   | N/A
GRB131103A |   576562   | PL
GRB131031A |   576277   | N/A
GRB131030A |   576238   | PL
GRB131024B |   575754   | PL
GRB131024A |   575707   | PL
GRB131018A |   574935   | PL
GRB131004A |   573190   | PL
GRB131002B |   572742   | PL
GRB131002A |   572721   | PL
GRB131001A |   00082217006   | CPL
GRB130929A |   572308   | PL
GRB130925A |   571830   | PL
GRB130919A |   571271   | CPL
GRB130913A |   570531   | PL
GRB130912A |   570465   | PL
GRB130907A |   569992   | PL
GRB130831B |   568855   | PL
GRB130831A |   568849   | PL
GRB130829A |   568417   | PL
GRB130822A |   567163   | PL
GRB130816B |   566561   | PL
GRB130816A |   566545   | PL
GRB130812A |   566228   | N/A
GRB130807A |   565651   | PL
GRB130806A |   565562   | PL
GRB130803A |   565263   | PL
GRB130727A |   564342   | PL
GRB130725B |   564028   | PL
GRB130725A |   563980   | PL
GRB130722A |   563213   | PL
GRB130719A |   562625   | N/A
GRB130716A |   561974   | PL
GRB130708A |   560515   | PL
GRB130701A |   559482   | CPL
GRB130627B |   559139   | PL
GRB130627A |   559132   | N/A
GRB130626A |   559075   | PL
GRB130625A |   558982   | PL
GRB130623A |   00032867001   | N/A
GRB130615A |   558271   | PL
GRB130612A |   557976   | N/A
GRB130610A |   557845   | PL
GRB130609B |   557828   | PL
GRB130609A |   557782   | PL
GRB130608A |   557771   | PL
GRB130606A |   557589   | PL
GRB130605A |   557508   | N/A
GRB130604A |   557354   | PL
GRB130603B |   557310   | PL
GRB130603A |   557274   | PL
GRB130529A |   556930   | PL
GRB130528A |   556870   | PL
GRB130527A |   556753   | PL
GRB130521A |   556344   | PL
GRB130518B |   556105   | PL
GRB130518A |   556113   | N/A
GRB130515A |   555880   | N/A
GRB130514A |   555821   | PL
GRB130511A |   555600   | PL
GRB130508A |   555413   | PL
GRB130505A |   555163   | PL
GRB130504A |   555096   | N/A
GRB130502A |   554996   | PL
GRB130427B |   554635   | PL
GRB130427A |   554620   | PL
GRB130420B |   553996   | CPL
GRB130420A |   553977   | PL
GRB130419A |   553918   | PL
GRB130418A |   553847   | PL
GRB130408A |   553132   | PL
GRB130327A |   552063   | PL
GRB130315A |   551126   | PL
GRB130313A |   550906   | PL
GRB130306A |   550457   | PL
GRB130305A |   550329   | N/A
GRB130216A |   548927   | CPL
GRB130216B |   548918   | PL
GRB130215A |   548760   | PL
GRB130211A |   548276   | PL
GRB130206A |   547918   | PL
GRB130131B |   547420   | PL
GRB130131A |   547407   | PL
GRB130122A |   546731   | N/A
GRB130102A |   544784   | PL
GRB121229A |   544347   | PL
GRB121226A |   544027   | PL
GRB121217A |   542441   | PL
GRB121212A |   541371   | PL
GRB121211A |   541200   | PL
GRB121209A |   540964   | PL
GRB121202A |   540255   | CPL
GRB121201A |   540178   | PL
GRB121128A |   539866   | CPL
GRB121125A |   539563   | PL
GRB121123A |   539358   | CPL
GRB121117A |   538696   | PL
GRB121108A |   537921   | N/A
GRB121102A |   537266   | PL
GRB121031A |   537195   | PL
GRB121028A |   536897   | PL
GRB121027A |   536831   | PL
GRB121024A |   536580   | PL
GRB121017A |   536172   | PL
GRB121014A |   535960   | PL
GRB121011A |   535764   | PL
GRB121001A |   535026   | N/A
GRB120927A |   534815   | CPL
GRB120923A |   534402   | PL
GRB120922A |   534394   | PL
GRB120918A |   534015   | CPL
GRB120913B |   533613   | PL
GRB120913A |   533568   | PL
GRB120911A |   533268   | PL
GRB120909A |   533060   | PL
GRB120907A |   532871   | PL
GRB120819A |   531428   | PL
GRB120817B |   531259   | N/A
GRB120817A |   531267   | PL
GRB120816A |   531223   | PL
GRB120815A |   531003   | PL
GRB120811C |   530689   | CPL
GRB120811A |   530581   | PL
GRB120807A |   530267   | PL
GRB120805A |   530031   | PL
GRB120804A |   529686   | PL
GRB120803B |   529606   | CPL
GRB120803A |   529582   | PL
GRB120802A |   529486   | CPL
GRB120729A |   529095   | PL
GRB120728A |   529021   | PL
GRB120724A |   528443   | PL
GRB120722A |   528195   | PL
GRB120714B |   526642   | PL
GRB120714A |   526593   | PL
GRB120712A |   526351   | PL
GRB120711B |   526270   | PL
GRB120703A |   525671   | PL
GRB120701A |   525477   | PL
GRB120630A |   525451   | PL
GRB120624B |   525068   | PL
GRB120612A |   524128   | PL
GRB120521C |   522656   | PL
GRB120521B |   522586   | PL
GRB120521A |   522578   | PL
GRB120514A |   522197   | PL
GRB120422A |   520658   | PL
GRB120404A |   519380   | N/A
GRB120403B |   519256   | PL
GRB120403A |   519211   | PL
GRB120401A |   519043   | PL
GRB120328A |   518792   | N/A
GRB120327A |   518731   | PL
GRB120326A |   518626   | CPL
GRB120324A |   518507   | PL
GRB120320A |   518200   | CPL
GRB120312A |   517566   | PL
GRB120311B |   517489   | PL
GRB120311A |   517469   | PL
GRB120308A |   517234   | PL
GRB120305A |   516997   | PL
GRB120302A |   516694   | PL
GRB120229A |   516571   | PL
GRB120224A |   515976   | PL
GRB120219A |   515375   | PL
GRB120218A |   515277   | N/A
GRB120215A |   515015   | PL
GRB120213A |   514767   | PL
GRB120212A |   514709   | PL
GRB120211A |   514586   | PL
GRB120121A |   512164   | CPL
GRB120119A |   512035   | PL
GRB120118B |   512003   | PL
GRB120116A |   511866   | CPL
GRB120114A |   511739   | PL
GRB120106A |   511235   | PL
GRB120102A |   510922   | PL
GRB111229A |   510736   | PL
GRB111228A |   510649   | PL
GRB111225A |   510341   | PL
GRB111215A |   509717   | PL
GRB111212A |   509543   | PL
GRB111210A |   509419   | PL
GRB111209A |   509337   | PL
GRB111208A |   509285   | PL
GRB111207A |   509245   | PL
GRB111204A |   509018   | PL
GRB111201A |   508800   | PL
GRB111129A |   508712   | PL
GRB111126A |   00048079001   | PL
GRB111123A |   508319   | PL
GRB111121A |   508161   | N/A
GRB111117A |   507901   | PL
GRB111109A |   507342   | PL
GRB111107A |   507185   | PL
GRB111103B |   506903   | PL
GRB111103A |   506902   | PL
GRB111029A |   506519   | PL
GRB111026A |   506291   | PL
GRB111022B |   506074   | PL
GRB111022A |   506070   | CPL
GRB111020A |   505926   | PL
GRB111018A |   505801   | PL
GRB111016A |   505646   | PL
GRB111008A |   505054   | PL
GRB111005A |   504779   | N/A
GRB110928A |   504215   | PL
GRB110921A |   503652   | PL
GRB110915A |   503219   | CPL
GRB110827A |   501520   | N/A
GRB110820A |   501095   | PL
GRB110818A |   500914   | N/A
GRB110808A |   458918   | PL
GRB110801A |   458521   | N/A
GRB110731A |   458448   | PL
GRB110726A |   458059   | N/A
GRB110719A |   457553   | PL
GRB110715A |   457330   | N/A
GRB110709B |   456967   | PL
GRB110709A |   456939   | PL
GRB110625A |   456073   | PL
GRB110610A |   455155   | N/A
GRB110604A |   454779   | N/A
GRB110530A |   454473   | PL
GRB110521A |   453788   | PL
GRB110520A |   453747   | PL
GRB110519A |   453628   | PL
GRB110503A |   452685   | PL
GRB110422A |   451901   | CPL
GRB110420B |   451794   | N/A
GRB110420A |   451757   | PL
GRB110414A |   451343   | PL
GRB110412A |   451191   | PL
GRB110411A |   451165   | CPL
GRB110407A |   450884   | CPL
GRB110402A |   450545   | PL
GRB110319A |   449578   | N/A
GRB110319B |   00449578001   | PL
GRB110318B |   449549   | PL
GRB110318A |   449542   | CPL
GRB110315A |   449399   | PL
GRB110312A |   449074   | PL
GRB110305A |   448229   | PL
GRB110223B |   446677   | PL
GRB110223A |   446674   | PL
GRB110213A |   445414   | PL
GRB110212A |   445321   | CPL
GRB110210A |   445141   | PL
GRB110208A |   445038   | PL
GRB110207A |   444912   | N/A
GRB110205A |   444643   | PL
GRB110201A |   444230   | N/A
GRB110128A |   443861   | PL
GRB110119A |   442978   | PL
GRB110112A |   442039   | PL
GRB110107A |   00090978002   | PL
GRB110106B |   441676   | PL
GRB110106A |   441664   | PL
GRB110102A |   441454   | PL
GRB101225A |   441015   | PL
GRB101224A |   440955   | N/A
GRB101219B |   440635   | PL
GRB101219A |   440606   | N/A
GRB101213A |   440285   | PL
GRB101204A |   439806   | N/A
GRB101201A |   439596   | N/A
GRB101129A |   439471   | N/A
GRB101117B |   438675   | PL
GRB101114A |   438392   | PL
GRB101030A |   437408   | PL
GRB101024A |   437016   | CPL
GRB101023A |   436981   | CPL
GRB101020A |   436737   | PL
GRB101017A |   436429   | PL
GRB101011A |   436094   | PL
GRB101008A |   435903   | PL
GRB100928A |   435160   | PL
GRB100924A |   434843   | PL
GRB100917A |   434360   | PL
GRB100915A |   434178   | PL
GRB100906A |   433509   | PL
GRB100905A |   433442   | PL
GRB100904A |   433273   | PL
GRB100902A |   433160   | PL
GRB100901A |   433065   | PL
GRB100823A |   432420   | PL
GRB100816A |   431764   | CPL
GRB100814A |   431605   | PL
GRB100807A |   431128   | PL
GRB100805A |   430957   | PL
GRB100802A |   430603   | PL
GRB100728B |   430172   | PL
GRB100728A |   430151   | PL
GRB100727A |   430094   | N/A
GRB100725B |   429969   | PL
GRB100725A |   429954   | PL
GRB100724A |   429868   | PL
GRB100719A |   429357   | PL
GRB100704A |   426722   | PL
GRB100702A |   426438   | PL
GRB100628A |   426114   | N/A
GRB100625A |   425647   | N/A
GRB100621A |   425151   | PL
GRB100619A |   424998   | PL
GRB100615A |   424733   | PL
GRB100614A |   424716   | N/A
GRB100606A |   424031   | PL
GRB100526B |   423184   | PL
GRB100526A |   423181   | PL
GRB100522A |   422783   | PL
GRB100514A |   421962   | PL
GRB100513A |   421814   | PL
GRB100508A |   421386   | PL
GRB100504A |   421124   | PL
GRB100427A |   420547   | PL
GRB100425A |   420398   | PL
GRB100424A |   420367   | PL
GRB100423A |   420247   | PL
GRB100420A |   419932   | PL
GRB100418A |   419797   | PL
GRB100413A |   419404   | PL
GRB100413B |   419380   | N/A
GRB100401A |   417974   | PL
GRB100324A |   416945   | PL
GRB100322B |   416771   | PL
GRB100316D |   416135   | PL
GRB100316C |   416115   | PL
GRB100316B |   416103   | PL
GRB100316A |   416076   | PL
GRB100305A |   414905   | PL
GRB100302A |   414592   | PL
GRB100224A |   413805   | N/A
GRB100219A |   412982   | N/A
GRB100216A |   412522   | PL
GRB100213B |   412220   | PL
GRB100213A |   412217   | PL
GRB100212A |   412081   | PL
GRB100206A |   411412   | PL
GRB100205A |   411248   | PL
GRB100203A |   411011   | PL
GRB100119A |   383063   | N/A
GRB100117A |   382941   | PL
GRB100115A |   00377179049   | N/A
GRB100111A |   382399   | PL
GRB091221 |   380311   | PL
GRB091208B |   378559   | PL
GRB091208A |   378554   | PL
GRB091130B |   377487   | PL
GRB091127 |   377179   | PL
GRB091117 |   376211   | PL
GRB091112 |   375659   | PL
GRB091109B |   375409   | PL
