#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## XX_XX keV: Energy fluence in XX - XX keV, with unit of erg/cm^2.
## XX_XXkeV_low: The lower limit of energy fluence in XX - XX keV (90% confidence region).
## XX_XXkeV_hi: The upper limit of energy fluence in XX - XX keV (90% confidence region).
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## *Special note: the original XSPEC fit report log10(flux). Thus the value 1.0 indicate the original fit of log10(flux) = 0.0.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB150428A   |    639275    | 6.561298e-07 | 5.664086e-07 | 7.184553e-07 | 1.396882e-06 | 1.322087e-06 | 1.486928e-06 | 2.301494e-06 | 2.160726e-06 | 2.460480e-06 | 1.954879e-06 | 1.724248e-06 | 2.150798e-06 | 8.053409e-06 | 5.223719e-06 | 8.786175e-06 | 6.307536e-06 | 5.963755e-06 | 6.642932e-06 | 1.271276e-05 | 9.504946e-06 | 1.386659e-05 | 77.58 | -38.984000 | 38.600000 |  
GRB150424A   |    638946    | 1.373389e-07 | N/A | N/A | 3.074139e-07 | 2.703980e-07 | 3.470591e-07 | 5.434925e-07 | 4.839310e-07 | 6.147712e-07 | 5.162541e-07 | 4.143750e-07 | 5.835707e-07 | 2.441763e-06 | 1.398826e-06 | 2.524780e-06 | 1.502254e-06 | 1.332796e-06 | 1.661589e-06 | 3.118340e-06 | 2.352250e-06 | 3.830835e-06 | 95.07 | N/A | N/A |  
GRB150423A   |    638808    | 2.578327e-09 | 1.395558e-09 | 3.910372e-09 | 1.103845e-08 | 8.907956e-09 | 1.317128e-08 | 2.780662e-08 | 2.294288e-08 | 3.287289e-08 | 2.163007e-08 | 1.347404e-08 | 2.997767e-08 | 4.615916e-08 | 1.931826e-08 | 1.278934e-07 | 6.305333e-08 | 5.207843e-08 | 7.400447e-08 | 8.758060e-08 | 5.935783e-08 | 1.674781e-07 | 0.232 | 0.008000 | 0.240000 |  
GRB150413A   |    637899    | 6.768559e-07 | 5.733982e-07 | 7.743840e-07 | 1.173185e-06 | 1.068972e-06 | 1.281021e-06 | 1.448626e-06 | 1.291446e-06 | 1.609186e-06 | 9.148846e-07 | 6.692161e-07 | 1.053965e-06 | 2.603552e-06 | 1.278870e-06 | 4.539797e-06 | 4.213533e-06 | 3.828215e-06 | 4.598818e-06 | 5.902234e-06 | 4.520809e-06 | 7.163516e-06 | 281 | -73.088000 | 207.956000 |  
GRB150407A   |    637342    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB150403A   |    637044    | 1.600318e-06 | 1.497394e-06 | 1.700616e-06 | 3.636774e-06 | 3.538965e-06 | 3.734789e-06 | 6.305887e-06 | 6.144212e-06 | 6.472562e-06 | 5.413101e-06 | 5.166616e-06 | 5.649190e-06 | 2.129640e-05 | 1.789065e-05 | 2.495549e-05 | 1.695611e-05 | 1.659190e-05 | 1.731913e-05 | 3.283947e-05 | 2.944734e-05 | 3.587206e-05 | 228.5 | -83.148000 | 145.372000 |  
GRB150402A   |  00636865000 | 4.029708e-08 | 2.885251e-08 | 5.187087e-08 | 4.816855e-08 | 3.664574e-08 | 6.543250e-08 | 3.835867e-08 | 2.362292e-08 | 5.565235e-08 | 1.356481e-08 | 4.050172e-10 | 3.529909e-08 | 2.533982e-08 | 2.589367e-09 | 1.165128e-07 | 1.389132e-07 | 9.042604e-08 | 1.885791e-07 | 1.486325e-07 | 9.000229e-08 | 2.728183e-07 | 8.07 | 0.000000 | 8.070000 |  
GRB150323C   |    636005    | 2.314336e-07 | 1.475116e-07 | 3.127492e-07 | 4.808684e-07 | 3.798010e-07 | 5.828090e-07 | 3.755487e-07 | 2.380927e-07 | 5.161028e-07 | 6.630040e-08 | N/A | N/A | 7.733323e-08 | 1.137355e-08 | 5.403887e-07 | 1.154161e-06 | 9.167611e-07 | 1.441273e-06 | 1.165242e-06 | 9.180074e-07 | 1.672038e-06 | 189.8 | -23.288000 | 166.472000 |  
GRB150323B   |    635929    | 4.146590e-07 | 3.640082e-07 | 4.524090e-07 | 7.598558e-07 | 7.122315e-07 | 8.122153e-07 | 1.059135e-06 | 9.815697e-07 | 1.142881e-06 | 7.920656e-07 | 6.679765e-07 | 8.888146e-07 | 3.048816e-06 | 1.740369e-06 | 3.362956e-06 | 3.025667e-06 | 2.836815e-06 | 3.205170e-06 | 5.152775e-06 | 3.991362e-06 | 5.806590e-06 | 10.11 | 1.400000 | 11.506700 |  
GRB150323A   |    635887    | 9.454363e-07 | 8.637584e-07 | 1.020921e-06 | 1.554756e-06 | 1.484268e-06 | 1.626156e-06 | 1.856275e-06 | 1.752073e-06 | 1.961608e-06 | 1.180816e-06 | 1.004343e-06 | 1.300566e-06 | 3.556331e-06 | 2.344186e-06 | 4.843979e-06 | 5.537225e-06 | 5.267351e-06 | 5.805669e-06 | 7.912837e-06 | 6.666720e-06 | 8.896357e-06 | 192.9 | -1.540000 | 191.408000 |  
GRB150318A   |    635289    | 5.477065e-07 | 4.886163e-07 | 6.068871e-07 | 7.964306e-07 | 7.313039e-07 | 8.635707e-07 | 6.940934e-07 | 5.966751e-07 | 7.834439e-07 | 2.716552e-07 | 1.486852e-07 | 4.217041e-07 | 4.809477e-07 | 1.959692e-07 | 1.227377e-06 | 2.309872e-06 | 2.087507e-06 | 2.537978e-06 | 2.518477e-06 | 2.147226e-06 | 3.297827e-06 | 119.5 | -4.516000 | 115.004000 |  
GRB150317A   |    635148    | 8.775129e-08 | 7.492615e-08 | 1.010191e-07 | 1.585380e-07 | N/A | N/A | 2.265445e-07 | 1.997899e-07 | 2.531300e-07 | 1.730906e-07 | N/A | N/A | 7.281376e-07 | N/A | N/A | 6.530457e-07 | 5.851718e-07 | 7.118746e-07 | 1.143835e-06 | 8.604258e-07 | 1.340428e-06 | 24.43 | -0.436000 | 23.992000 |  
GRB150314A   |    634795    | 9.913335e-07 | 8.778287e-07 | 1.100474e-06 | 1.276291e-06 | 1.149344e-06 | 1.403847e-06 | 1.261420e-06 | 1.126314e-06 | 1.364520e-06 | 8.578074e-07 | 7.990975e-07 | 8.996007e-07 | 2.621560e-06 | 2.318514e-06 | 2.917962e-06 | 4.176185e-06 | 3.749814e-06 | 6.115610e-06 | 6.054660e-06 | 5.425875e-06 | 6.692367e-06 | 103.6 | -2.172000 | 101.440000 |  
GRB150309A   |    634200    | 1.934757e-06 | 1.817174e-06 | 2.054785e-06 | 4.227528e-06 | 4.120942e-06 | 4.334376e-06 | 6.533508e-06 | 6.366436e-06 | 6.701567e-06 | 4.697714e-06 | 4.433701e-06 | 4.961082e-06 | 1.372608e-05 | 1.155704e-05 | 1.640312e-05 | 1.739348e-05 | 1.700225e-05 | 1.778388e-05 | 2.642205e-05 | 2.423687e-05 | 2.909956e-05 | 316.4 | -197.320000 | 119.072000 |  
GRB150302A   |    633237    | 3.951407e-08 | 2.680969e-08 | 5.218573e-08 | 7.597694e-08 | 6.693939e-08 | 9.646324e-08 | 8.388066e-08 | 4.883282e-08 | 1.113299e-07 | 3.594611e-08 | 3.208055e-09 | 8.586611e-08 | 6.135807e-08 | N/A | N/A | 2.353108e-07 | 1.681248e-07 | 3.066490e-07 | 2.607905e-07 | 1.685667e-07 | 4.622978e-07 | 29.38 | -1.144000 | 28.232000 |  
GRB150301B   |    633180    | 3.091168e-07 | N/A | N/A | 4.884752e-07 | N/A | N/A | 4.739608e-07 | N/A | N/A | 2.892494e-07 | N/A | N/A | 1.022498e-06 | N/A | N/A | 1.675492e-06 | N/A | N/A | 2.387660e-06 | N/A | N/A | 24.98 | -0.920000 | 24.056000 |  
GRB150301A   |    632995    | 9.265480e-09 | N/A | N/A | 1.749798e-08 | N/A | N/A | 2.604402e-08 | N/A | N/A | 2.204540e-08 | N/A | N/A | 8.188757e-08 | N/A | N/A | 7.463081e-08 | N/A | N/A | 1.342388e-07 | 8.325262e-08 | 1.504624e-07 | 0.56 | 0.000000 | 0.560000 |  
GRB150222A   |    632180    | 3.095301e-07 | 2.802547e-07 | 3.393150e-07 | 5.828448e-07 | 5.540167e-07 | 6.120726e-07 | 7.567682e-07 | 7.127592e-07 | 8.012774e-07 | 4.702759e-07 | 3.988898e-07 | 5.426789e-07 | 1.223609e-06 | 8.321908e-07 | 1.840869e-06 | 2.119448e-06 | 2.010680e-06 | 2.227937e-06 | 2.872718e-06 | 2.468157e-06 | 3.490141e-06 | 28.05 | 0.064000 | 28.112000 |  
GRB150213B   |    631051    | 4.987374e-07 | 4.132872e-07 | 5.852102e-07 | 1.005083e-06 | 8.927336e-07 | 1.123937e-06 | 1.032790e-06 | 8.566471e-07 | 1.190973e-06 | 3.535998e-07 | 1.569430e-07 | 6.047862e-07 | 5.151122e-07 | 1.818452e-07 | 1.344101e-06 | 2.890159e-06 | 2.522214e-06 | 3.267699e-06 | 3.050437e-06 | 2.559363e-06 | 3.924567e-06 | 287 | 4.000000 | 291.000000 |  
GRB150212A   |    630876    | 1.158341e-07 | 1.011152e-07 | 1.307725e-07 | 2.264624e-07 | 2.102017e-07 | 2.430839e-07 | 3.194377e-07 | 2.928304e-07 | 3.464944e-07 | 2.230982e-07 | 1.762002e-07 | 2.676062e-07 | 6.804344e-07 | 3.790673e-07 | 9.903217e-07 | 8.848431e-07 | 8.175913e-07 | 9.519329e-07 | 1.342166e-06 | 1.035086e-06 | 1.669000e-06 | 19.78 | -0.296000 | 19.480000 |  
GRB150211A   |    630714    | 5.866557e-07 | 5.342239e-07 | 6.404324e-07 | 1.516818e-06 | 1.455806e-06 | 1.578241e-06 | 2.573257e-06 | 2.469411e-06 | 2.677894e-06 | 1.770286e-06 | 1.619621e-06 | 1.920363e-06 | 4.289665e-06 | 3.439089e-06 | 5.402856e-06 | 6.446935e-06 | 6.222622e-06 | 6.670731e-06 | 8.966302e-06 | 8.110419e-06 | 1.006777e-05 | 20.8 | -11.624000 | 9.180000 |  
GRB150206A   |    630019    | 1.581473e-06 | 1.463733e-06 | 1.701617e-06 | 3.395641e-06 | 3.283763e-06 | 3.507856e-06 | 5.426651e-06 | 5.245439e-06 | 5.609213e-06 | 4.279489e-06 | 3.994494e-06 | 4.562596e-06 | 1.500002e-05 | 1.196608e-05 | 1.684620e-05 | 1.468324e-05 | 1.426401e-05 | 1.510121e-05 | 2.540398e-05 | 2.237030e-05 | 2.884641e-05 | 411.9 | -22.252000 | 389.664000 |  
GRB150204A   |  00084702002 | 1.329608e-07 | 1.174393e-07 | 1.441065e-07 | 2.292627e-07 | 2.154883e-07 | 2.454504e-07 | 3.002574e-07 | 2.778201e-07 | 3.249703e-07 | 2.165628e-07 | 1.719783e-07 | 2.372813e-07 | 7.926175e-07 | 4.229351e-07 | 8.813403e-07 | 8.780588e-07 | 8.160441e-07 | 9.347029e-07 | 1.443656e-06 | 1.075731e-06 | 1.616381e-06 | 19 | 0.000000 | 19.000000 |  
GRB150203A   |    629578    | 1.693142e-07 | 1.505613e-07 | 1.882233e-07 | 2.703046e-07 | 2.514163e-07 | 2.901907e-07 | 3.023804e-07 | 2.745829e-07 | 3.302505e-07 | 1.753773e-07 | 1.283788e-07 | 2.142858e-07 | 4.653969e-07 | 2.386786e-07 | 6.908337e-07 | 9.173678e-07 | 8.450325e-07 | 9.896542e-07 | 1.207406e-06 | 9.674831e-07 | 1.455705e-06 | 29.53 | -0.804000 | 28.724000 |  
GRB150202A   |    629547    | 8.087288e-08 | 6.641451e-08 | 9.594514e-08 | 1.487555e-07 | N/A | N/A | 2.171266e-07 | 1.885919e-07 | 2.505665e-07 | 1.811269e-07 | N/A | N/A | 7.522687e-07 | 3.650926e-07 | 8.354549e-07 | 6.289164e-07 | 5.503169e-07 | 6.982051e-07 | 1.094065e-06 | 8.093995e-07 | 1.338884e-06 | 28.29 | -1.600000 | 26.688000 |  
GRB150201A   |    629302    | 2.161799e-07 | 1.742269e-07 | 2.575285e-07 | 2.933225e-07 | 2.432570e-07 | 3.451558e-07 | 1.626093e-07 | 9.240498e-08 | 2.320894e-07 | 2.534868e-08 | 3.102525e-09 | 8.977084e-08 | 3.000028e-08 | N/A | N/A | 6.974696e-07 | 5.802234e-07 | 8.331926e-07 | 7.021104e-07 | 5.805174e-07 | 9.009387e-07 | 30.03 | 22.592000 | 52.624000 |  
GRB150120B   |    627170    | 1.386951e-07 | 1.116866e-07 | 1.648735e-07 | 1.850721e-07 | N/A | N/A | 1.355879e-07 | 8.892850e-08 | 1.782054e-07 | 4.133338e-08 | N/A | N/A | 6.293916e-08 | N/A | N/A | 5.006924e-07 | 4.113116e-07 | 5.986886e-07 | 5.222892e-07 | 4.136384e-07 | 6.540651e-07 | 28.18 | -17.636000 | 10.544000 |  
GRB150120A   |    627137    | 2.690046e-08 | 2.276091e-08 | 3.089226e-08 | 4.057605e-08 | 3.692153e-08 | 4.319960e-08 | 4.648787e-08 | 3.905618e-08 | 5.400944e-08 | 3.048384e-08 | 1.827005e-08 | 3.825601e-08 | 1.025675e-07 | 4.948001e-08 | 1.210848e-07 | 1.447571e-07 | 1.256810e-07 | 1.613614e-07 | 2.158090e-07 | 1.466121e-07 | 2.365047e-07 | 1.356 | -0.404000 | 0.952000 |  
GRB150110B   |    624606    | 9.232023e-08 | 8.037609e-08 | 1.043318e-07 | 1.527661e-07 | 1.392345e-07 | 1.666698e-07 | 1.523199e-07 | 1.318945e-07 | 1.721063e-07 | 6.555215e-08 | 3.886394e-08 | 9.721581e-08 | 1.192798e-07 | 5.320922e-08 | 2.827398e-07 | 4.629636e-07 | 4.156491e-07 | 5.116193e-07 | 5.166862e-07 | 4.337075e-07 | 6.846631e-07 | 11.71 | -7.940000 | 3.772000 |  
GRB150103A   |    623368    | 1.216146e-07 | 9.469909e-08 | 1.488833e-07 | 2.997408e-07 | 2.606488e-07 | 3.406323e-07 | 3.172604e-07 | 2.500264e-07 | 3.797833e-07 | 8.624737e-08 | 3.313034e-08 | 1.670151e-07 | 1.100565e-07 | 3.614896e-08 | 2.934850e-07 | 8.248514e-07 | 7.024018e-07 | 9.573613e-07 | 8.486640e-07 | 7.077111e-07 | 1.061099e-06 | 58.62 | 6.056000 | 64.680000 |  
GRB150101B   |  00091964035 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.016 | 0.000000 | 0.016000 |  
GRB150101A   |    623158    | 3.814512e-10 | 7.139028e-11 | 1.197923e-09 | 6.595670e-09 | 4.548822e-09 | 8.410247e-09 | 7.947656e-09 | 4.952893e-09 | 1.121783e-08 | 1.983941e-10 | 4.430359e-11 | 3.927705e-10 | 1.992135e-10 | 4.434543e-11 | 3.956115e-10 | 1.512408e-08 | 1.171707e-08 | 1.852844e-08 | 1.511050e-08 | 1.171734e-08 | 1.852716e-08 | 0.068 | 0.000000 | 0.068000 |  
GRB141229A   |  00085478004 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB141225A   |    622476    | 2.899628e-07 | N/A | N/A | 6.130734e-07 | N/A | N/A | 1.021768e-06 | N/A | N/A | 8.858953e-07 | N/A | N/A | 3.832061e-06 | N/A | N/A | 2.817750e-06 | N/A | N/A | 5.816509e-06 | 3.522350e-06 | 6.397237e-06 | 124.9 | 5.432000 | 130.284000 |  
GRB141221A   |    622006    | 3.393002e-07 | 3.064743e-07 | 3.725238e-07 | 6.086311e-07 | 5.748892e-07 | 6.429455e-07 | 7.033057e-07 | 6.542657e-07 | 7.524092e-07 | 3.676495e-07 | 2.858473e-07 | 4.541652e-07 | 7.848815e-07 | 4.834530e-07 | 1.317602e-06 | 2.018896e-06 | 1.892884e-06 | 2.145330e-06 | 2.436094e-06 | 2.108308e-06 | 2.977310e-06 | 44.44 | -24.112000 | 20.332000 |  
GRB141220A   |    621915    | 2.364643e-07 | 2.026075e-07 | 2.714599e-07 | 6.090959e-07 | 5.695550e-07 | 6.490761e-07 | 1.021776e-06 | 9.545436e-07 | 1.089947e-06 | 6.906939e-07 | 5.979649e-07 | 7.824123e-07 | 1.638497e-06 | 1.161598e-06 | 2.368894e-06 | 2.558030e-06 | 2.417496e-06 | 2.698085e-06 | 3.505869e-06 | 3.023888e-06 | 4.223628e-06 | 8.204 | -0.908000 | 7.296000 |  
GRB141212B   |    621234    | 1.418600e-07 | 1.255134e-07 | 1.584784e-07 | 2.983800e-07 | 2.799174e-07 | 3.171684e-07 | 4.300509e-07 | 4.004238e-07 | 4.600763e-07 | 2.829110e-07 | 2.335768e-07 | 3.328510e-07 | 7.395028e-07 | 4.743947e-07 | 1.188775e-06 | 1.153187e-06 | 1.080886e-06 | 1.225348e-06 | 1.609792e-06 | 1.337919e-06 | 2.055558e-06 | 12.2 | -0.060000 | 12.136000 |  
GRB141212A   |    621229    | 1.022090e-08 | 7.611835e-09 | 1.284900e-08 | 2.000089e-08 | 1.668166e-08 | 2.347520e-08 | 2.600514e-08 | 2.063095e-08 | 3.161326e-08 | 1.533166e-08 | 8.441882e-09 | 2.223664e-08 | 3.607276e-08 | 1.243310e-08 | 7.550216e-08 | 7.155819e-08 | 5.952361e-08 | 8.352170e-08 | 9.229947e-08 | 6.549063e-08 | 1.348215e-07 | 0.336 | 0.000000 | 0.336000 |  
GRB141205A   |    620534    | 4.066342e-09 | N/A | N/A | 5.736458e-09 | N/A | N/A | 5.731837e-09 | N/A | N/A | 3.654802e-09 | N/A | N/A | 1.427065e-08 | N/A | N/A | 1.887008e-08 | N/A | N/A | 3.344905e-08 | N/A | N/A | 2.624 | 0.000000 | 2.624000 |  
GRB141130A   |    620090    | 3.823671e-07 | 3.449614e-07 | 4.202914e-07 | 7.257224e-07 | 6.849052e-07 | 7.672387e-07 | 9.684128e-07 | 9.066937e-07 | 1.030767e-06 | 6.296373e-07 | 5.134764e-07 | 7.468794e-07 | 1.746186e-06 | 1.074535e-06 | 2.773643e-06 | 2.706141e-06 | 2.542673e-06 | 2.868802e-06 | 3.822703e-06 | 3.135094e-06 | 4.887654e-06 | 82.76 | -42.748000 | 40.016000 |  
GRB141121A   |    619182    | 7.304986e-07 | 6.291865e-07 | 8.325674e-07 | 1.240622e-06 | 1.119978e-06 | 1.366751e-06 | 1.417651e-06 | 1.237740e-06 | 1.594371e-06 | 7.844935e-07 | 4.778587e-07 | 1.049276e-06 | 1.860842e-06 | 7.420777e-07 | 3.509534e-06 | 4.173298e-06 | 3.707486e-06 | 4.639695e-06 | 5.249519e-06 | 4.021791e-06 | 7.051302e-06 | 552.7 | 110.328000 | 663.040000 |  
GRB141109B   |    618032    | 2.102463e-07 | 1.626741e-07 | 2.522136e-07 | 2.665806e-07 | N/A | N/A | 2.255892e-07 | 1.413736e-07 | 3.042553e-07 | 1.028746e-07 | 3.860187e-08 | 2.371146e-07 | 2.468133e-07 | 8.908371e-08 | 6.821632e-07 | 8.049676e-07 | 6.224555e-07 | 9.987764e-07 | 9.308041e-07 | N/A | N/A | 227.2 | -182.784000 | 44.408000 |  
GRB141109A   |    618024    | 8.964257e-07 | 8.233120e-07 | 9.576665e-07 | 1.662357e-06 | 1.597256e-06 | 1.731986e-06 | 2.333858e-06 | 2.227227e-06 | 2.444581e-06 | 1.741183e-06 | 1.544985e-06 | 1.877346e-06 | 6.310362e-06 | 4.419310e-06 | 7.890861e-06 | 6.633830e-06 | 6.352204e-06 | 6.890717e-06 | 1.120300e-05 | 9.298103e-06 | 1.199014e-05 | 322.6 | 0.596000 | 323.152000 |  
GRB141102A   |    617316    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB141031B   |    617149    | N/A | N/A | N/A | 1.977703e-08 | 1.829872e-09 | 3.646959e-08 | 8.878934e-08 | N/A | N/A | 7.340925e-08 | N/A | N/A | 2.996890e-07 | N/A | N/A | 1.190011e-07 | 6.320781e-08 | 1.616854e-07 | 4.624777e-07 | 3.050498e-07 | 9.383413e-07 | 17.26 | 1.048000 | 18.308000 |  
GRB141031A   |    617110    | 3.673291e-07 | N/A | N/A | 7.657294e-07 | N/A | N/A | 1.247485e-06 | N/A | N/A | 1.065750e-06 | N/A | N/A | 4.545958e-06 | N/A | N/A | 3.469168e-06 | N/A | N/A | 7.503352e-06 | 4.446879e-06 | 7.643906e-06 | 910.7 | -18.424000 | 893.576000 |  
GRB141026A   |    616502    | 3.657769e-07 | 3.263371e-07 | 4.063745e-07 | 4.270083e-07 | 3.975817e-07 | 4.720264e-07 | 2.990379e-07 | 2.544230e-07 | 3.935559e-07 | 8.632694e-08 | 7.129290e-08 | 1.961673e-07 | 6.319261e-08 | 1.113336e-07 | 4.755173e-07 | 1.239300e-06 | 1.108476e-06 | 1.400220e-06 | 1.372860e-06 | 1.155916e-06 | 1.637217e-06 | 166.9 | 13.956000 | 180.892000 |  
GRB141022A   |    616061    | 4.639981e-08 | 2.778537e-08 | 6.623174e-08 | 1.106538e-07 | 8.836620e-08 | 1.341208e-07 | 1.791003e-07 | 1.450796e-07 | 2.144303e-07 | 1.252034e-07 | 6.371712e-08 | 1.711024e-07 | 3.276394e-07 | 8.774374e-08 | 8.510325e-07 | 4.613559e-07 | 3.769521e-07 | 5.423581e-07 | 6.624699e-07 | 4.103138e-07 | 1.042861e-06 | 9.556 | -0.384000 | 9.172000 |  
GRB141020A   |    615873    | 8.671434e-08 | 7.251552e-08 | 9.684583e-08 | 1.205205e-07 | 9.845571e-08 | 1.393224e-07 | 1.251010e-07 | 1.031314e-07 | 1.438007e-07 | 8.129070e-08 | 6.938744e-08 | 9.222334e-08 | 2.968594e-07 | 1.461541e-07 | 3.329437e-07 | 4.136480e-07 | 3.402521e-07 | 4.760482e-07 | 6.296234e-07 | 5.379364e-07 | 7.144320e-07 | 18.84 | -7.648000 | 11.192000 |  
GRB141017A   |    615672    | 3.998770e-07 | 3.650703e-07 | 4.353679e-07 | 8.222739e-07 | 7.879280e-07 | 8.569719e-07 | 1.104629e-06 | 1.051348e-06 | 1.158341e-06 | 6.491371e-07 | 5.613923e-07 | 7.387485e-07 | 1.474574e-06 | 1.076928e-06 | 2.053130e-06 | 2.975887e-06 | 2.843783e-06 | 3.107968e-06 | 3.801338e-06 | 3.384437e-06 | 4.386988e-06 | 66.8 | -1.220000 | 65.576000 |  
GRB141015A   |    615399    | 3.046234e-08 | 2.181240e-08 | 3.911951e-08 | 4.705256e-08 | 3.668540e-08 | 6.049137e-08 | 4.974430e-08 | 2.415479e-08 | 6.781462e-08 | 2.690750e-08 | N/A | N/A | 6.604400e-08 | N/A | N/A | 1.541641e-07 | 1.036223e-07 | 1.952600e-07 | 1.932562e-07 | 1.051002e-07 | 2.696581e-07 | 13 | 0.000000 | 13.000000 |  
GRB141005A   |    614415    | 1.013656e-07 | 7.697512e-08 | 1.265874e-07 | 2.440285e-07 | 2.100393e-07 | 2.793255e-07 | 4.151935e-07 | 3.554270e-07 | 4.766620e-07 | 3.169133e-07 | 2.257462e-07 | 4.051544e-07 | 9.467831e-07 | 4.258735e-07 | 1.686050e-06 | 1.077508e-06 | 9.434970e-07 | 1.210516e-06 | 1.707381e-06 | 1.179643e-06 | 2.473834e-06 | 4.176 | 0.192000 | 4.368000 |  
GRB141004A   |    614390    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 6.188 | -0.844000 | 5.344000 |  
GRB140930B   |    614094    | 1.935833e-08 | N/A | N/A | 6.068032e-08 | N/A | N/A | 1.561414e-07 | N/A | N/A | 1.877966e-07 | N/A | N/A | 1.155069e-06 | 6.665733e-07 | 1.472881e-06 | 4.240508e-07 | 3.797589e-07 | 4.684550e-07 | 1.367187e-06 | 9.339591e-07 | 1.493819e-06 | 0.956 | -0.096000 | 0.860000 |  
GRB140927A   |    613775    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 8.268 | 0.428000 | 8.696000 |  
GRB140919A   |    613160    | 9.356148e-07 | 7.980260e-07 | 1.076235e-06 | 1.726581e-06 | 1.591282e-06 | 1.864907e-06 | 2.113669e-06 | 1.914683e-06 | 2.315406e-06 | 1.196540e-06 | 8.839284e-07 | 1.524288e-06 | 2.770748e-06 | 1.514109e-06 | 5.346962e-06 | 5.972376e-06 | 5.475541e-06 | 6.470191e-06 | 7.546700e-06 | 6.187099e-06 | 1.013368e-05 | 173.1 | -0.744000 | 172.328000 |  
GRB140916A   |    612804    | 3.383429e-07 | 2.456163e-07 | 4.316155e-07 | 5.248402e-07 | 4.331388e-07 | 6.305319e-07 | 4.157451e-07 | 2.732355e-07 | 5.471886e-07 | 1.191673e-07 | 2.232478e-08 | 2.782256e-07 | 1.687474e-07 | 2.363127e-08 | 8.415059e-07 | 1.398096e-06 | 1.122735e-06 | 1.688135e-06 | 1.447695e-06 | 1.127994e-06 | 2.197491e-06 | 79.97 | -0.904000 | 79.064000 |  
GRB140909A   |    612132    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB140907A   |    611933    | 6.823112e-07 | 6.219743e-07 | 7.437080e-07 | 1.219221e-06 | 1.163918e-06 | 1.275212e-06 | 1.546367e-06 | 1.464882e-06 | 1.628780e-06 | 9.876486e-07 | 8.515547e-07 | 1.124715e-06 | 2.792624e-06 | 1.915458e-06 | 4.019967e-06 | 4.435602e-06 | 4.230508e-06 | 4.639728e-06 | 6.240545e-06 | 5.343336e-06 | 7.470033e-06 | 144 | -95.344000 | 48.656000 |  
GRB140903A   |    611599    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 0.36 | -0.012000 | 0.348000 |  
GRB140901B   |    611389    | 4.474466e-08 | 2.696567e-08 | 6.346747e-08 | 1.156329e-07 | 9.251909e-08 | 1.403076e-07 | 2.039207e-07 | 1.610390e-07 | 2.485314e-07 | 1.517998e-07 | 7.472246e-08 | 2.252119e-07 | 4.124689e-07 | 1.037770e-07 | 1.105532e-06 | 5.160970e-07 | 4.117004e-07 | 6.179472e-07 | 7.776446e-07 | 4.520341e-07 | 1.340699e-06 | 4.8 | 1.600000 | 6.400000 |  
