#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## XX_XX keV: Energy fluence in XX - XX keV, with unit of erg/cm^2.
## XX_XXkeV_low: The lower limit of energy fluence in XX - XX keV (90% confidence region).
## XX_XXkeV_hi: The upper limit of energy fluence in XX - XX keV (90% confidence region).
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## *Special note: the original XSPEC fit report log10(flux). Thus the value 1.0 indicate the original fit of log10(flux) = 0.0.
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | 15_25kev | 15_25kev_low | 15_25kev_hi | 25_50kev | 25_50kev_low | 25_50kev_hi | 50_100kev | 50_100kev_low | 50_100kev_hi | 100_150kev | 100_150kev_low | 100_150kev_hi | 100_350kev | 100_350kev_low | 100_350kev_hi | 15_150kev | 15_150kev_low | 15_150kev_hi | 15_350kev | 15_350kev_low | 15_350kev_hi | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB121017A   |    536172    | 1.085435e-07 | 8.956411e-08 | 1.276891e-07 | 1.910046e-07 | 1.682070e-07 | 2.149087e-07 | 2.161742e-07 | 1.822737e-07 | 2.495709e-07 | 1.112459e-07 | 5.963538e-08 | 1.633480e-07 | 2.357512e-07 | 8.301638e-08 | 5.445576e-07 | 6.269657e-07 | 5.436684e-07 | 7.118918e-07 | 7.514739e-07 | 5.746240e-07 | 1.082415e-06 | 5.28 | -2.716000 | 2.564000 |  
GRB121014A   |    535960    | 2.116801e-07 | 1.776110e-07 | 2.425549e-07 | 3.075601e-07 | 2.804982e-07 | 3.437082e-07 | 3.367829e-07 | N/A | N/A | 2.139538e-07 | 1.304848e-07 | 2.570574e-07 | 6.884938e-07 | N/A | N/A | 1.071865e-06 | 8.951176e-07 | 1.158804e-06 | 1.550743e-06 | 1.070854e-06 | 1.685233e-06 | 80 | -15.208000 | 64.792000 |  
GRB121011A   |    535764    | 1.816125e-07 | 1.364068e-07 | 2.297343e-07 | 5.128565e-07 | 4.564633e-07 | 5.699751e-07 | 9.244977e-07 | 8.297473e-07 | 1.021353e-06 | 6.377139e-07 | 4.901803e-07 | 7.851197e-07 | 1.469759e-06 | 8.340380e-07 | 2.780903e-06 | 2.256659e-06 | 2.044447e-06 | 2.467435e-06 | 3.088701e-06 | 2.432293e-06 | 4.381127e-06 | 117 | -7.452000 | 109.584000 |  
GRB121001A   |    535026    | 1.921205e-07 | 1.560284e-07 | 2.206651e-07 | 3.939341e-07 | 3.565853e-07 | 4.343337e-07 | 6.175093e-07 | 5.624365e-07 | 6.839486e-07 | 4.995897e-07 | 3.767329e-07 | 5.923160e-07 | 1.929494e-06 | 8.712716e-07 | 2.248607e-06 | 1.703152e-06 | 1.535867e-06 | 1.860044e-06 | 3.133023e-06 | 2.067395e-06 | 3.493039e-06 | 170.7 | -27.728000 | 142.968000 |  
GRB120927A   |    534815    | 3.263694e-07 | 2.920380e-07 | 3.613012e-07 | 7.142653e-07 | 6.755842e-07 | 7.535972e-07 | 8.792646e-07 | 8.219959e-07 | 9.366762e-07 | 3.934590e-07 | 3.110638e-07 | 4.811489e-07 | 6.627801e-07 | 4.535544e-07 | 9.769212e-07 | 2.313340e-06 | 2.178560e-06 | 2.449004e-06 | 2.582673e-06 | 2.337434e-06 | 2.913597e-06 | 69.07 | -37.940000 | 31.128000 |  
GRB120923A   |    534402    | 5.990752e-08 | 4.331730e-08 | 7.646829e-08 | 1.375946e-07 | 1.145490e-07 | 1.613249e-07 | 1.076493e-07 | 7.062709e-08 | 1.434833e-07 | 1.636332e-08 | 2.727416e-09 | 5.422272e-08 | 1.845956e-08 | 2.779402e-09 | 8.944402e-08 | 3.215075e-07 | 2.645278e-07 | 3.900239e-07 | 3.236170e-07 | 2.647045e-07 | 4.157394e-07 | 29.57 | -2.928000 | 26.644000 |  
GRB120922A   |    534394    | 1.148270e-06 | 1.048224e-06 | 1.249925e-06 | 1.725616e-06 | 1.642344e-06 | 1.810106e-06 | 1.663658e-06 | 1.552259e-06 | 1.774574e-06 | 7.704670e-07 | 6.012485e-07 | 9.496729e-07 | 1.582355e-06 | 9.955752e-07 | 2.581037e-06 | 5.308037e-06 | 5.017461e-06 | 5.598918e-06 | 6.119897e-06 | 5.449969e-06 | 7.160841e-06 | 238.3 | -22.580000 | 215.728000 |  
GRB120918A   |    534015    | 4.137523e-07 | 3.630535e-07 | 4.654474e-07 | 8.455914e-07 | 7.919732e-07 | 9.001618e-07 | 1.104131e-06 | 1.022941e-06 | 1.186426e-06 | 6.170361e-07 | 4.964557e-07 | 7.409871e-07 | 1.323155e-06 | 8.580459e-07 | 2.099136e-06 | 2.980510e-06 | 2.789464e-06 | 3.171617e-06 | 3.686639e-06 | 3.188604e-06 | 4.465710e-06 | 26.78 | -2.860000 | 23.916000 |  
GRB120913B   |    533613    | 1.683810e-06 | 1.580787e-06 | 1.781653e-06 | 2.932941e-06 | 2.855902e-06 | 3.010326e-06 | 3.790386e-06 | 3.680386e-06 | 3.901157e-06 | 2.611700e-06 | 2.432167e-06 | 2.762888e-06 | 8.622900e-06 | 6.921072e-06 | 9.936956e-06 | 1.101903e-05 | 1.073800e-05 | 1.129362e-05 | 1.703034e-05 | 1.530113e-05 | 1.843161e-05 | 162.5 | -50.604000 | 111.856000 |  
GRB120913A   |    533568    | 2.188011e-07 | 1.933568e-07 | 2.433097e-07 | 2.903484e-07 | 2.536293e-07 | 3.167229e-07 | 2.430689e-07 | 2.121922e-07 | 2.792862e-07 | 1.283185e-07 | 1.012673e-07 | 1.667936e-07 | 3.938034e-07 | 3.223884e-07 | 5.617454e-07 | 8.364296e-07 | 7.487889e-07 | 9.282382e-07 | 1.122844e-06 | 9.982961e-07 | 1.321050e-06 | 40.52 | -0.720000 | 39.800000 |  
GRB120911A   |    533268    | 1.684345e-07 | 1.393384e-07 | 1.976837e-07 | 3.138781e-07 | 2.758424e-07 | 3.540145e-07 | 3.515855e-07 | 2.950467e-07 | 4.045489e-07 | 1.626938e-07 | 7.802090e-08 | 2.609821e-07 | 3.002072e-07 | 9.948118e-08 | 9.077180e-07 | 9.965772e-07 | 8.606586e-07 | 1.132612e-06 | 1.133603e-06 | 8.898585e-07 | 1.761453e-06 | 25.72 | -1.624000 | 24.100000 |  
GRB120909A   |    533060    | 8.557293e-07 | 7.463568e-07 | 9.503562e-07 | 1.746170e-06 | 1.636313e-06 | 1.865548e-06 | 2.702442e-06 | 2.509727e-06 | 2.902862e-06 | 2.145292e-06 | 1.778306e-06 | 2.322183e-06 | 8.006751e-06 | 4.620473e-06 | 1.121209e-05 | 7.449660e-06 | 6.947626e-06 | 7.873837e-06 | 1.331118e-05 | 9.914627e-06 | 1.487841e-05 | 598.2 | -31.460000 | 566.708000 |  
GRB120907A   |    532871    | 8.470111e-08 | 6.695904e-08 | 1.025225e-07 | 1.726709e-07 | 1.491623e-07 | 1.978287e-07 | 1.987006e-07 | 1.614504e-07 | 2.334152e-07 | 8.538653e-08 | 3.519729e-08 | 1.473904e-07 | 1.430109e-07 | 4.194298e-08 | 4.884153e-07 | 5.414511e-07 | 4.563302e-07 | 6.284044e-07 | 5.989896e-07 | 4.664545e-07 | 9.451248e-07 | 6.96 | -0.024000 | 6.936000 |  
GRB120819A   |    531428    | 1.558250e-07 | 1.038095e-07 | 2.103717e-07 | 3.749966e-07 | 3.131607e-07 | 4.406536e-07 | 5.136381e-07 | 4.206562e-07 | 6.064393e-07 | 2.513838e-07 | 1.042767e-07 | 4.252235e-07 | 4.391545e-07 | 1.238361e-07 | 1.649329e-06 | 1.295858e-06 | 1.061885e-06 | 1.530866e-06 | 1.483226e-06 | 1.091333e-06 | 2.719175e-06 | 78.59 | 4.420000 | 83.012000 |  
GRB120817B   |    531259    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB120817A   |    531267    | 1.469289e-07 | 1.254114e-07 | 1.666200e-07 | 2.098104e-07 | 1.903650e-07 | 2.310772e-07 | 2.103764e-07 | 1.817093e-07 | 2.389005e-07 | 1.144951e-07 | 6.851521e-08 | 1.331334e-07 | 4.495802e-07 | 2.919356e-07 | 5.017036e-07 | 6.945556e-07 | 6.273747e-07 | 7.526569e-07 | 1.018116e-06 | 6.568210e-07 | 1.093748e-06 | 33.02 | -2.248000 | 30.776000 |  
GRB120816A   |    531223    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 4.784 | 0.280000 | 5.064000 |  
GRB120815A   |    531003    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 12.21 | -0.244000 | 11.968000 |  
GRB120811C   |    530689    | 5.958529e-07 | 5.540119e-07 | 6.384530e-07 | 9.567731e-07 | 9.264006e-07 | 9.874133e-07 | 9.152693e-07 | 8.730497e-07 | 9.572137e-07 | 3.769458e-07 | 3.139055e-07 | 4.444051e-07 | 6.684038e-07 | 4.880778e-07 | 9.274042e-07 | 2.844847e-06 | 2.731926e-06 | 2.958619e-06 | 3.136310e-06 | 2.916815e-06 | 3.424751e-06 | 41.06 | -9.676000 | 31.388000 |  
GRB120811A   |    530581    | 1.607543e-07 | 1.434573e-07 | 1.793505e-07 | 2.236365e-07 | 2.084408e-07 | 2.389751e-07 | 2.304107e-07 | 2.044150e-07 | 2.561549e-07 | 1.381219e-07 | 1.202189e-07 | 1.646049e-07 | 4.367095e-07 | 3.668283e-07 | 5.001759e-07 | 7.530827e-07 | 6.895451e-07 | 8.115639e-07 | 1.050830e-06 | 7.797809e-07 | 1.120502e-06 | 36.38 | -14.200000 | 22.184000 |  
GRB120807A   |    530267    | 5.350320e-08 | 3.809779e-08 | 6.893183e-08 | 7.129512e-08 | 5.159763e-08 | 9.079665e-08 | 7.009383e-08 | 3.520949e-08 | 9.272778e-08 | 3.598156e-08 | 1.175032e-08 | 5.241552e-08 | 2.032637e-07 | 1.185523e-07 | 3.266931e-07 | 2.955491e-07 | 2.316327e-07 | 3.537854e-07 | 4.281046e-07 | 2.750361e-07 | 5.370191e-07 | 24.4 | -0.244000 | 24.156000 |  
GRB120805A   |    530031    | 6.488006e-08 | 3.743960e-08 | 9.593150e-08 | 1.921592e-07 | 1.533173e-07 | 2.326276e-07 | 3.321095e-07 | 2.710200e-07 | 3.952676e-07 | 1.972247e-07 | 9.450422e-08 | 3.085896e-07 | 3.761415e-07 | N/A | N/A | 7.863778e-07 | 6.351134e-07 | 9.361411e-07 | 9.652978e-07 | 6.700718e-07 | 2.103687e-06 | 48 | -13.392000 | 34.608000 |  
GRB120804A   |    529686    | 9.072758e-08 | 7.988024e-08 | 1.018191e-07 | 2.058208e-07 | 1.934146e-07 | 2.184034e-07 | 3.289041e-07 | 3.074747e-07 | 3.506464e-07 | 2.401648e-07 | 2.084775e-07 | 2.714435e-07 | 6.986333e-07 | 4.783980e-07 | 1.045778e-06 | 8.656241e-07 | 8.184447e-07 | 9.126397e-07 | 1.324095e-06 | 1.103620e-06 | 1.665403e-06 | 0.996 | -0.164000 | 0.832000 |  
GRB120803B   |    529606    | 1.972493e-07 | 1.741107e-07 | 2.208846e-07 | 4.575889e-07 | 4.305717e-07 | 4.850712e-07 | 7.098809e-07 | 6.654500e-07 | 7.548581e-07 | 4.730482e-07 | 3.929936e-07 | 5.539180e-07 | 1.177024e-06 | 7.693172e-07 | 1.855776e-06 | 1.837746e-06 | 1.726973e-06 | 1.948074e-06 | 2.541707e-06 | 2.125472e-06 | 3.214885e-06 | 54.73 | -2.672000 | 52.056000 |  
GRB120803A   |    529582    | 1.986381e-08 | N/A | N/A | 5.023917e-08 | N/A | N/A | 1.026532e-07 | 8.384215e-08 | 1.268476e-07 | 1.094768e-07 | 7.313453e-08 | 1.272045e-07 | 5.514834e-07 | 1.845281e-07 | 6.843723e-07 | 2.816193e-07 | 2.270191e-07 | 3.343277e-07 | 6.761179e-07 | 3.565516e-07 | 9.988089e-07 | 9.992 | 1.096000 | 11.088000 |  
GRB120802A   |    529486    | 3.059722e-07 | 2.708706e-07 | 3.413594e-07 | 5.300562e-07 | 4.944381e-07 | 5.664113e-07 | 5.564702e-07 | 5.058036e-07 | 6.067111e-07 | 2.497824e-07 | 1.762024e-07 | 3.311173e-07 | 4.628731e-07 | 2.586497e-07 | 8.600663e-07 | 1.642298e-06 | 1.518385e-06 | 1.767592e-06 | 1.855376e-06 | 1.614105e-06 | 2.264811e-06 | 63.63 | -35.680000 | 27.952000 |  
GRB120729A   |    529095    | 3.817406e-07 | 3.472549e-07 | 4.123332e-07 | 6.530229e-07 | 6.233018e-07 | 6.884437e-07 | 8.541780e-07 | 7.963581e-07 | 9.144677e-07 | 6.219541e-07 | 5.045898e-07 | 6.924022e-07 | 2.288697e-06 | 1.426095e-06 | 2.446912e-06 | 2.510548e-06 | 2.373988e-06 | 2.633288e-06 | 4.147423e-06 | 3.316564e-06 | 4.337689e-06 | 144.9 | -3.100000 | 141.792000 |  
GRB120728A   |    529021    | 3.993893e-07 | 3.391924e-07 | 4.605920e-07 | 6.911086e-07 | 6.328581e-07 | 7.506306e-07 | 8.020591e-07 | 7.190288e-07 | 8.868216e-07 | 4.460835e-07 | 3.296677e-07 | 5.666648e-07 | 1.052123e-06 | 5.692412e-07 | 1.901237e-06 | 2.338656e-06 | 2.141787e-06 | 2.535457e-06 | 2.944667e-06 | 2.421733e-06 | 3.837835e-06 | 24.18 | -0.040000 | 24.136000 |  
GRB120724A   |    528443    | 2.497865e-07 | 2.103290e-07 | 2.931291e-07 | 2.663416e-07 | 2.245738e-07 | 3.023981e-07 | 1.960916e-07 | 1.453647e-07 | 2.498498e-07 | 9.005317e-08 | N/A | N/A | 2.574122e-07 | 1.374197e-07 | 4.106569e-07 | 8.010489e-07 | 6.789520e-07 | 9.257826e-07 | 9.295849e-07 | 7.669888e-07 | 1.158295e-06 | 98.63 | -20.052000 | 78.580000 |  
GRB120722A   |    528195    | 2.851426e-07 | 2.139991e-07 | 3.498662e-07 | 3.237815e-07 | 1.610690e-07 | 4.381288e-07 | 3.512061e-07 | 4.074385e-08 | 4.448279e-07 | 2.236156e-07 | N/A | N/A | 8.132836e-07 | N/A | N/A | 1.237292e-06 | 9.572206e-07 | 1.511166e-06 | 1.898331e-06 | 2.567687e-07 | 2.207609e-06 | 42.94 | -7.800000 | 35.144000 |  
GRB120714B   |    526642    | 1.571519e-07 | 1.273737e-07 | 1.872791e-07 | 3.462817e-07 | 3.055622e-07 | 3.888120e-07 | 4.388838e-07 | 3.711331e-07 | 5.047654e-07 | 2.068519e-07 | 1.105909e-07 | 3.211586e-07 | 3.621259e-07 | 1.432384e-07 | 9.529708e-07 | 1.149158e-06 | 9.914929e-07 | 1.311534e-06 | 1.304456e-06 | 1.034355e-06 | 1.899894e-06 | 175.4 | -24.160000 | 151.248000 |  
GRB120714A   |    526593    | 1.339927e-07 | 1.090137e-07 | 1.592580e-07 | 2.538698e-07 | 2.241410e-07 | 2.846827e-07 | 3.045168e-07 | 2.589650e-07 | 3.501154e-07 | 1.589576e-07 | 9.397692e-08 | 2.311912e-07 | 3.287088e-07 | 1.355911e-07 | 8.205996e-07 | 8.513364e-07 | 7.427647e-07 | 9.610394e-07 | 1.021083e-06 | 7.970604e-07 | 1.533032e-06 | 24 | -1.192000 | 22.808000 |  
GRB120712A   |    526351    | 1.968033e-07 | 1.758743e-07 | 2.181687e-07 | 4.386342e-07 | 4.149659e-07 | 4.626179e-07 | 6.822641e-07 | 6.430318e-07 | 7.219922e-07 | 4.833953e-07 | 4.179387e-07 | 5.489623e-07 | 1.357477e-06 | 9.371571e-07 | 2.013087e-06 | 1.801119e-06 | 1.707271e-06 | 1.894622e-06 | 2.675176e-06 | 2.250621e-06 | 3.325390e-06 | 21.1 | -4.572000 | 16.528000 |  
GRB120711B   |    526270    | 9.258810e-08 | 6.552625e-08 | 1.190982e-07 | 1.760051e-07 | 1.397447e-07 | 2.183059e-07 | 1.833012e-07 | 1.076677e-07 | 2.461021e-07 | 7.050266e-08 | N/A | N/A | 1.117468e-07 | 8.385816e-09 | 5.345709e-07 | 5.223425e-07 | 3.817995e-07 | 6.904074e-07 | 5.642549e-07 | 3.830322e-07 | 1.030968e-06 | 63.49 | -12.088000 | 51.400000 |  
GRB120703A   |    525671    | 5.513335e-07 | 5.001547e-07 | 5.921400e-07 | 9.854945e-07 | 9.397973e-07 | 1.031821e-06 | 1.305914e-06 | 1.234595e-06 | 1.378239e-06 | 9.126296e-07 | 7.915248e-07 | 9.849957e-07 | 3.019635e-06 | 2.023599e-06 | 3.609395e-06 | 3.755384e-06 | 3.575974e-06 | 3.932280e-06 | 5.862386e-06 | 4.852934e-06 | 6.506604e-06 | 77.1 | -44.496000 | 32.604000 |  
GRB120701A   |    525477    | 3.523416e-08 | 1.727642e-08 | 4.379090e-08 | 4.692280e-08 | 3.490309e-08 | 7.071050e-08 | 4.827740e-08 | 2.184057e-08 | 6.776943e-08 | 3.084565e-08 | N/A | N/A | 1.150334e-07 | N/A | N/A | 1.612330e-07 | N/A | N/A | 2.657442e-07 | N/A | N/A | 15.37 | -0.016000 | 15.356000 |  
GRB120630A   |    525451    | 4.628710e-09 | N/A | N/A | 1.143115e-08 | N/A | N/A | 2.157645e-08 | 1.550458e-08 | 2.977076e-08 | 2.199784e-08 | 1.323366e-08 | 3.109066e-08 | 1.091440e-07 | 3.542828e-08 | 1.390273e-07 | 6.004543e-08 | 4.284301e-08 | 7.749434e-08 | 1.374485e-07 | 7.293568e-08 | 2.148918e-07 | 0.64 | -0.032000 | 0.608000 |  
GRB120624B   |    525068    | 2.531654e-06 | N/A | N/A | 5.901528e-06 | 5.783549e-06 | 6.019418e-06 | 1.089719e-05 | 1.074421e-05 | 1.104980e-05 | 1.023751e-05 | N/A | N/A | 4.785579e-05 | N/A | N/A | 2.956750e-05 | 2.916517e-05 | 2.996639e-05 | 6.950635e-05 | N/A | N/A | 207.9 | -15.124000 | 192.772000 |  
GRB120612A   |    524128    | 1.317374e-07 | 1.018379e-07 | 1.622891e-07 | 3.225517e-07 | 2.840922e-07 | 3.625094e-07 | 4.851201e-07 | 4.206872e-07 | 5.505405e-07 | 2.814228e-07 | 1.747589e-07 | 3.979324e-07 | 5.721492e-07 | 2.513676e-07 | 1.422392e-06 | 1.220842e-06 | 1.062330e-06 | 1.380763e-06 | 1.511574e-06 | 1.156404e-06 | 2.354720e-06 | 108.4 | 16.972000 | 125.364000 |  
GRB120521C   |    522656    | 1.830062e-07 | 1.612894e-07 | 2.050293e-07 | 3.291819e-07 | 3.056159e-07 | 3.533098e-07 | 4.084660e-07 | 3.712068e-07 | 4.459598e-07 | 2.468800e-07 | 1.825685e-07 | 3.105102e-07 | 6.373615e-07 | 3.363535e-07 | 1.072225e-06 | 1.167524e-06 | 1.071361e-06 | 1.263880e-06 | 1.557994e-06 | 1.239955e-06 | 2.033976e-06 | 32.9 | -1.032000 | 31.864000 |  
GRB120521B   |    522586    | 1.588115e-07 | 1.137999e-07 | 2.056279e-07 | 4.676078e-07 | 4.116252e-07 | 5.246888e-07 | 8.204306e-07 | 7.181942e-07 | 9.254476e-07 | 5.063629e-07 | 3.452485e-07 | 6.791752e-07 | 1.005801e-06 | 5.073548e-07 | 2.179174e-06 | 1.953223e-06 | 1.716096e-06 | 2.192612e-06 | 2.452628e-06 | 1.908103e-06 | 3.619027e-06 | 169.7 | 0.352000 | 170.048000 |  
GRB120521A   |    522578    | 5.122742e-09 | 3.425015e-09 | 6.923290e-09 | 1.532719e-08 | 1.289652e-08 | 1.783908e-08 | 3.065226e-08 | 2.581145e-08 | 3.565106e-08 | 2.408089e-08 | 1.501006e-08 | 3.337894e-08 | 6.403576e-08 | 2.426848e-08 | 1.608468e-07 | 7.518349e-08 | 6.288866e-08 | 8.741831e-08 | 1.151364e-07 | 7.373647e-08 | 2.133352e-07 | 0.576 | -0.008000 | 0.568000 |  
GRB120514A   |    522197    | 3.944913e-07 | 3.433424e-07 | 4.376908e-07 | 7.238480e-07 | 6.753009e-07 | 7.734770e-07 | 9.745125e-07 | 8.998858e-07 | 1.050382e-06 | 6.774814e-07 | 5.538438e-07 | 7.428436e-07 | 2.167243e-06 | 1.268579e-06 | 3.191959e-06 | 2.770303e-06 | 2.585636e-06 | 2.954183e-06 | 4.260077e-06 | 3.347939e-06 | 4.914139e-06 | 174.3 | -8.752000 | 165.552000 |  
GRB120422A   |    520658    | 6.903899e-08 | 4.450047e-08 | 9.135335e-08 | 9.557065e-08 | 3.281592e-08 | 1.189363e-07 | 8.371715e-08 | 5.069377e-08 | 1.204439e-07 | 5.803161e-08 | 3.341216e-08 | 8.308535e-08 | 1.991795e-07 | 3.321120e-09 | 2.641038e-07 | 3.010403e-07 | 1.135860e-07 | 3.999490e-07 | 4.583155e-07 | 2.841088e-07 | 5.911186e-07 | 62.4 | 0.864000 | 63.264000 |  
GRB120404A   |    519380    | 3.034422e-07 | 2.644454e-07 | 3.416772e-07 | 4.543139e-07 | 4.216053e-07 | 4.928741e-07 | 5.016673e-07 | 4.489893e-07 | 5.551956e-07 | 3.115846e-07 | 2.240093e-07 | 3.711642e-07 | 9.788046e-07 | 4.498275e-07 | 1.040845e-06 | 1.570999e-06 | 1.434320e-06 | 1.696039e-06 | 2.238237e-06 | 1.687353e-06 | 2.727885e-06 | 45.76 | -7.308000 | 38.452000 |  
GRB120403B   |    519256    | 3.579149e-08 | 2.501265e-08 | 4.658539e-08 | 6.199116e-08 | 4.961348e-08 | 7.537716e-08 | 6.836436e-08 | 4.805181e-08 | 8.869511e-08 | 3.409022e-08 | 1.175519e-08 | 5.595253e-08 | 7.033310e-08 | 1.471092e-08 | 1.778238e-07 | 2.002395e-07 | 1.550992e-07 | 2.471040e-07 | 2.367281e-07 | 1.609607e-07 | 3.596994e-07 | 8.288 | -2.960000 | 5.328000 |  
GRB120403A   |    519211    | 1.347575e-08 | 8.534402e-09 | 1.856791e-08 | 3.157280e-08 | 2.526057e-08 | 3.822460e-08 | 3.885287e-08 | 2.835914e-08 | 4.929502e-08 | 1.575408e-08 | 5.330562e-09 | 2.992630e-08 | 2.428975e-08 | 6.062239e-09 | 9.460914e-08 | 9.965590e-08 | 7.797278e-08 | 1.223103e-07 | 1.082014e-07 | 7.950475e-08 | 1.783581e-07 | 1.592 | -0.052000 | 1.540000 |  
GRB120401A   |    519043    | 1.459116e-07 | 1.117480e-07 | 1.803265e-07 | 2.680462e-07 | 2.258757e-07 | 3.126941e-07 | 3.074181e-07 | 2.408405e-07 | 3.723142e-07 | 1.527108e-07 | 6.170488e-08 | 2.423703e-07 | 3.041722e-07 | 7.726264e-08 | 8.198975e-07 | 8.740767e-07 | 7.176283e-07 | 1.034450e-06 | 1.025556e-06 | 7.423344e-07 | 1.584745e-06 | 145.7 | -92.972000 | 52.716000 |  
GRB120328A   |    518792    | 8.578212e-08 | 6.883776e-08 | 1.028671e-07 | 1.530970e-07 | 1.323295e-07 | 1.746734e-07 | 1.406684e-07 | 1.054743e-07 | 1.719518e-07 | 4.520295e-08 | 1.434883e-08 | 9.451411e-08 | 6.559438e-08 | 1.599067e-08 | 2.639348e-07 | 4.247534e-07 | 3.566701e-07 | 4.996626e-07 | 4.451504e-07 | 3.595810e-07 | 6.532608e-07 | 37.81 | -17.260000 | 20.548000 |  
GRB120327A   |    518731    | 4.731035e-07 | 4.344364e-07 | 5.124792e-07 | 9.005052e-07 | 8.653190e-07 | 9.359796e-07 | 1.259176e-06 | 1.204609e-06 | 1.314275e-06 | 8.975657e-07 | 8.038893e-07 | 9.897745e-07 | 2.907410e-06 | 2.122395e-06 | 3.738921e-06 | 3.530337e-06 | 3.392940e-06 | 3.667214e-06 | 5.540210e-06 | 4.746202e-06 | 6.404073e-06 | 90.36 | -15.788000 | 74.576000 |  
GRB120326A   |    518626    | 5.332518e-07 | 4.909331e-07 | 5.762253e-07 | 8.398898e-07 | 8.053827e-07 | 8.748475e-07 | 8.033639e-07 | 7.546617e-07 | 8.516523e-07 | 3.405903e-07 | 2.702106e-07 | 4.164015e-07 | 6.248594e-07 | 4.200706e-07 | 9.455673e-07 | 2.517110e-06 | 2.392888e-06 | 2.642362e-06 | 2.801382e-06 | 2.555715e-06 | 3.148635e-06 | 90.58 | -68.984000 | 21.592000 |  
GRB120324A   |    518507    | 1.103945e-06 | N/A | N/A | 2.244645e-06 | 2.182065e-06 | 2.315089e-06 | 3.601618e-06 | N/A | N/A | 3.110910e-06 | N/A | N/A | 1.299384e-05 | N/A | N/A | 1.006834e-05 | N/A | N/A | 2.084144e-05 | 1.802717e-05 | 2.037969e-05 | 293 | -150.512000 | 142.456000 |  
GRB120320A   |    518200    | 7.408925e-08 | 5.569103e-08 | 9.307119e-08 | 1.780554e-07 | 1.555232e-07 | 2.014676e-07 | 2.171777e-07 | 1.799928e-07 | 2.533642e-07 | 8.332305e-08 | 4.016753e-08 | 1.388562e-07 | 1.235849e-07 | 4.737128e-08 | 3.192237e-07 | 5.526437e-07 | 4.721993e-07 | 6.369350e-07 | 5.929052e-07 | 4.826087e-07 | 7.975451e-07 | 29.87 | -0.016000 | 29.856000 |  
GRB120312A   |    517566    | 8.708816e-08 | 6.040169e-08 | 1.144271e-07 | 1.619083e-07 | 1.359062e-07 | 1.890467e-07 | 1.945042e-07 | 1.571155e-07 | 2.331842e-07 | 1.047054e-07 | 5.214818e-08 | 1.505182e-07 | 2.267092e-07 | 6.947349e-08 | 5.035344e-07 | 5.482001e-07 | 4.584786e-07 | 6.383209e-07 | 6.702071e-07 | 4.846733e-07 | 9.722078e-07 | 17.34 | -1.424000 | 15.912000 |  
GRB120311B   |    517489    | 2.266477e-07 | 2.017165e-07 | 2.506521e-07 | 3.101283e-07 | 3.026295e-07 | 3.659412e-07 | 3.177469e-07 | 2.610727e-07 | 3.519422e-07 | 2.124914e-07 | 6.022010e-08 | 1.867331e-07 | 7.460559e-07 | 7.580561e-08 | 4.971657e-07 | 1.047469e-06 | 8.604810e-07 | 1.072263e-06 | 1.496482e-06 | 8.813762e-07 | 1.358349e-06 | 37.7 | -15.044000 | 22.652000 |  
GRB120311A   |    517469    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 4.604 | -1.376000 | 3.228000 |  
GRB120308A   |    517234    | 1.838479e-07 | 1.593157e-07 | 2.085685e-07 | 3.415299e-07 | 3.129527e-07 | 3.709102e-07 | 3.859924e-07 | 3.389290e-07 | 4.322637e-07 | 1.828558e-07 | 1.162944e-07 | 2.592022e-07 | 3.454131e-07 | 1.663484e-07 | 7.496849e-07 | 1.094230e-06 | 9.829441e-07 | 1.208561e-06 | 1.256778e-06 | 1.042938e-06 | 1.671740e-06 | 82.96 | -24.752000 | 58.204000 |  
